LDA1,LDA2,LDA3,LDA4,LDA5,LDA6,LDA7,LDA8,LDA9,LDA10,LDA11,LDA12,LDA3,LDA14,LDA15,LDA16,LDA17,LDA18,LDA19,LDA20,LDA21,LDA22,LDA23,LDA24,LDA25,class
-1.031845681,0.155986124,-3.033802951,1.378467385,0.212938903,0.555453793,0.219501246,-0.303543502,3.958885929,-2.017911287,-0.123836734,3.049254601,0.496545323,-2.978348254,0.927472786,0.150290515,0.855304312,1.016071671,0.905567164,1.231680414,-0.418485598,-0.127647905,-2.093561848,-1.729585707,0.166431229,1
-0.233172711,0.355565267,-2.427660583,1.143703962,0.228243744,0.951374255,1.426507336,-0.441088226,4.301100502,-2.262615751,-0.301422464,3.963175048,0.055407369,-1.195986451,0.79642282,0.688547589,1.331840622,1.353734146,-0.097949972,1.939892445,-1.669757759,-0.748053603,-1.803202237,-1.181658778,2.601958629,1
-4.734274409,-1.507637623,-4.530522019,1.263580987,-4.061240166,-0.531635339,-0.601892268,0.542646075,0.649552509,-0.40209156,0.708545761,-1.902734326,-1.168002389,-1.147007949,-1.656843178,-0.50989438,0.234442604,-1.111330604,-1.112905439,3.067351246,0.752076901,1.280205485,1.58779388,-1.216522441,-1.323222563,2
-4.145961015,-0.729954953,-4.487260543,1.115468852,-3.059547062,-1.130929628,0.007774413,1.272103977,2.193346134,-0.537272025,1.306510967,-2.140392264,-0.934385369,-0.641610044,-0.685083721,-0.893746552,-0.364066338,-0.846877365,-0.641665471,2.70711433,-0.047845578,0.694576054,-0.280782594,0.190196411,-1.180367108,2
-10.25813227,-4.637637413,9.841862561,4.961632402,0.239337336,-5.244490723,0.149342555,-2.305785846,1.43079662,-0.965912294,2.035916759,0.478240408,-3.021431769,3.721527534,-0.957862647,-1.470324015,-0.388528237,-0.256499284,-0.019466182,0.480728395,0.067931723,-1.932171139,0.150798857,-0.526651447,-1.199453061,3
-10.34754525,-4.82389404,9.636477121,4.240962789,0.071751179,-5.303201352,0.686875662,-2.945000901,1.991735379,-1.144010817,3.423141754,-0.021154257,-3.910903432,2.991265935,-0.759185554,-1.544071599,0.250942631,-0.716005685,-0.469525617,0.518616158,-0.615003877,-1.21571176,0.390398753,-1.073496968,-0.688152241,3
-5.32725215,-0.885147078,-3.738073941,1.572056835,-4.049700829,-0.816812735,-1.616428268,2.302498352,1.231702933,1.59268635,0.111239499,-2.930038004,-3.621754652,2.099094274,-4.445038336,3.196178704,0.011864246,-0.055142003,1.075760255,-1.974415168,2.036326519,-1.511349967,1.067294724,0.778575646,0.279467212,4
-5.300618205,-1.33736292,-4.160724194,0.343149582,-3.829879395,-0.304269277,-0.79645348,2.187485232,0.660143933,2.943410069,-0.403222655,-1.887211193,-4.619792963,2.342177534,-4.628445287,4.014284804,-0.698734247,-0.673099925,1.802053243,-1.33949093,1.321189833,-1.568484547,0.848082848,1.08973618,-0.362457177,4
-4.278829166,-0.306018596,-5.419885679,1.405660378,-4.471773018,-0.862759837,1.602122688,2.312754885,-0.246456104,1.955623908,1.520509083,-1.745804446,-0.069244472,1.100615589,-1.252479109,0.513410592,0.718752418,1.566686715,-0.112543358,0.955628773,-0.01382018,-0.378135443,0.26585911,3.587267446,0.159893482,5
-4.664340961,0.116619006,-4.731828411,1.987701944,-4.372809033,-0.924691247,1.06344844,2.311762905,0.266125796,1.247008026,1.709079495,-1.927725664,-0.433475539,1.515867988,-0.535666013,-0.114976333,1.280273594,2.101578304,-0.926437914,1.362318479,-1.227997905,1.064725206,-1.360331749,3.66119007,-0.19416141,5
10.7360054,-4.189241446,2.765405936,-2.682519392,-1.72807711,0.39421335,-1.075386009,-0.741230752,-0.707924156,-1.832603981,-0.103419908,-0.995011273,-0.715893099,0.247786074,-0.016798381,-0.652449862,1.943604541,2.564851924,-2.908604912,-0.899835098,0.5673234,0.899389285,-0.888857825,0.97750577,0.27138443,6
11.55227128,-5.523275476,3.962961718,-4.246393763,-3.367966707,0.733290008,-0.611670158,1.087880185,-0.707183602,-1.432566652,-0.222514745,-1.264488105,0.214673787,-0.695502573,0.007973048,-0.537246225,2.559745406,0.869837047,-1.869137892,-1.987376509,1.071907841,0.351245801,0.328412198,0.073650525,-1.331370424,6
-7.551680951,-3.287371597,0.847622817,-0.623789123,1.536335584,3.136913079,0.645851279,2.485023378,0.420523871,2.116589545,-0.613728012,-2.104472746,0.137575969,1.748436109,-0.113192293,-2.427561138,-0.100570635,-0.190667176,-0.142241236,1.0261576,0.633041219,-1.627914801,-1.874151441,-0.143820749,-0.051778115,7
-7.682828019,-2.889024159,1.563032196,-0.310019664,1.952866591,2.876944943,0.030259869,2.912807679,0.659478067,2.553918678,-1.090360683,-1.655808143,-1.043957313,4.021244652,0.519398643,-2.652445475,-0.869803847,1.319751265,-0.832434483,0.237322625,0.143679549,-1.634089376,-0.211594437,0.205154025,-0.420196436,7
3.514690141,-12.36117175,-6.452343393,4.578037209,2.396772387,-2.127124124,0.442434604,1.136594286,-0.784241505,0.422903518,2.198091186,-1.014025351,2.867357343,3.634148393,-0.038470181,-0.071521751,2.106537378,0.427462466,-0.326465951,-0.84253488,1.931421619,0.610184346,0.588873364,-1.380738954,0.083724453,8
3.863125332,-12.36284532,-4.454126646,3.11234661,2.396367118,-1.027212442,1.937774101,-0.099288317,0.117708175,-0.704052943,2.276596909,-0.963755501,4.084750399,2.613400933,1.64362036,-1.928354501,0.552906565,-5.12E-05,1.007648399,0.275137042,1.333463748,0.789853848,-0.318700943,-0.426827186,-0.82732403,8
5.415925821,6.900069489,-0.464400357,6.199534429,-0.229234637,1.397799937,1.631935002,0.52830336,-0.246958101,1.86350108,1.778345228,0.339673738,0.475286404,0.577943428,-3.683510308,-2.649615833,2.247662837,-1.23694849,-1.758370499,1.089361064,0.213555504,-1.237369285,-0.862773357,0.170647864,-0.968088634,9
5.450776046,6.21681943,1.079483751,5.764195209,-0.93360625,1.38498601,1.550213461,0.962683947,0.872342193,2.392528996,0.75554387,0.48858122,0.504762035,0.269157826,-1.870223621,-3.827946566,2.312549479,-0.006962398,-0.203684575,0.430132369,0.892132206,-0.805450332,-0.623518998,-0.683455574,2.217241517,9
-4.528964814,-1.119279953,0.554694381,-2.187076089,4.546170769,5.997358505,0.153127889,1.388542301,0.185901852,0.414813498,-2.223118853,1.79034871,-3.394615608,1.915252012,0.355216469,-0.710708984,-0.571623991,-0.456302263,0.085788383,0.401382655,0.333273631,1.343536632,0.784606707,0.604212851,-0.936026754,10
-3.26392411,0.13109771,1.901265914,-1.72641743,3.357415874,6.508781127,0.750963371,1.506654212,1.214512696,0.724005004,-1.061684349,1.368147979,-1.917443316,1.668491196,0.73330117,1.573659676,0.034589089,-1.086796458,-0.135479039,0.485530876,0.211189116,1.06228643,0.3543737,0.340656512,0.191291948,10
-2.980240286,0.518240712,0.23243339,-0.717665591,4.851322891,4.28987604,-0.345712586,-0.056297705,1.421030364,-0.300093814,0.545809712,1.361840813,0.455832804,-2.817579306,0.986248459,-0.828022828,0.641891563,-0.176191702,1.560936196,0.660300798,-0.443299948,-0.442671832,1.295180751,0.943783277,-1.813353615,11
-4.57769834,0.130249223,2.227771346,-0.675513799,3.896046068,6.686323698,0.702777364,0.231880699,1.906091241,-0.440912389,0.335911355,2.002723573,0.302547014,-2.539818097,0.682437525,1.923986067,-0.466338787,-1.40384631,0.272853633,0.785537228,-0.17327367,-0.324374098,0.59902083,1.001465061,-2.250927479,11
3.596196937,6.316054707,-0.088522157,-2.701815686,1.954450328,-2.813474153,0.638045262,0.705754906,2.880660609,-8.729003538,-1.859072211,-3.853570319,0.909597628,1.355041046,0.146879007,-1.803182653,0.486500234,-0.569759756,2.203872934,2.514070635,2.158937818,0.286002665,-0.031060182,0.992972604,-1.678919514,12
3.746531427,5.707320773,-0.253921249,-2.84729294,1.259954506,-1.892427346,1.337644897,1.274805619,3.018153396,-9.168541162,-1.757036154,-3.944346289,0.725698399,2.690125162,0.379383278,-2.030799974,0.662602948,-1.547334695,1.587962789,2.358393195,1.687383893,-0.390811264,-0.363217392,1.201077812,-1.665422402,12
2.754883583,4.19811506,-2.482752269,-5.155116692,0.77167555,-3.169255414,0.697352715,-7.729958417,3.142364277,-0.817466121,-0.969524829,-2.303053913,3.089094908,0.94622204,-1.101396347,-1.475579108,-0.443509731,-3.504250595,-0.599335026,-1.465942817,-3.753233748,1.054842793,-0.9322201,0.027635898,-0.583868789,13
2.223749465,4.351449306,-2.781574365,-5.699226481,0.77807478,-3.582163754,0.390571048,-8.623483326,3.112076148,0.651734949,-0.744958349,-2.095228332,3.086203809,1.2313367,-0.918213133,-1.293148647,-0.649100192,-2.90111575,0.124452539,-0.191370185,-2.947544788,0.161119114,-0.776382394,0.43003441,-0.576956272,13
2.923330114,3.156393215,-2.79881933,-3.09788122,1.181547841,0.011424103,0.445294981,-6.713281557,2.477727209,2.063401839,-0.608479277,0.746412395,-0.93943677,-0.713519192,-1.901976338,-3.278985784,-1.094433456,0.503656511,-1.936692864,1.871765053,4.912733125,-1.829978132,-2.312584538,-0.534384576,-0.749857586,14
2.63563772,3.183689135,-2.058249285,-2.544899451,1.010230972,-1.844331251,0.375281671,-5.971759944,0.782956662,0.164354527,0.314358978,0.468689785,-0.753702477,-2.213706774,-0.152865128,-1.794645439,-0.302243562,-0.495621942,-1.424951928,1.419720735,4.569442311,-1.404942329,0.003473972,-0.212517987,-1.41546698,14
2.82665229,5.911719146,0.221369817,1.71483403,0.158326266,-1.461801297,0.796174169,3.445314329,1.899651271,-2.09756698,0.476519022,1.982959214,1.152650249,0.156623817,-0.975587499,-1.538948723,-4.608932422,0.295926814,-0.539556686,-0.135715756,1.021041041,0.865435572,1.381040461,1.21165029,-1.540506676,15
2.969618447,5.797676274,-0.628276138,1.325921393,1.361237126,-1.38994519,1.014412072,3.718429782,2.529595546,-1.887738233,1.041464742,2.00357656,1.44045724,0.213741498,-1.226891908,-1.714790244,-3.653781149,1.30934438,-0.4641452,2.595451911,0.183728963,1.849398178,0.237024031,2.627808054,-1.041877064,15
-5.798880657,-1.512626362,-1.230981376,0.057989566,1.056355111,3.123418475,-1.751934612,2.190422693,-0.513026738,0.718541823,2.913059527,-3.157877537,1.720280977,-1.916660086,-0.477694208,-2.814252699,-0.386501977,0.533965749,1.377750038,-1.784393296,0.633955571,0.22597306,-1.488510048,0.674659801,2.030431261,16
-5.909169837,-1.162503921,-1.813828085,0.71136275,0.987868666,2.752797546,-0.958535081,1.26103376,-0.711120013,0.229832791,2.873866267,-2.576201699,0.820812881,-1.478609939,0.732148496,-2.276650181,0.981448337,1.218932425,1.702801499,-0.422053881,1.823592098,0.946964581,-1.911782782,0.009850525,0.990691231,16
-5.090144309,1.205491872,2.681076212,-6.946752593,2.70279405,-1.444172547,2.045690441,2.753006312,-5.217663876,-0.453546559,1.484144426,-0.210024277,-0.114784905,0.533160092,-2.56758425,0.593686061,0.378384806,-0.1395534,-0.740591481,1.402849257,0.058629247,1.536585419,-1.785936771,-1.072354709,-1.229245411,17
-5.49525339,-0.042140096,2.703235705,-6.653359116,2.573453277,-2.011968271,2.862267327,1.191125416,-4.578511673,-0.272096612,0.492010282,-0.05685296,0.772829439,-0.057005544,-3.166625103,0.36932827,0.577349953,-1.947494649,-1.362072562,1.677317385,0.31349634,1.580331154,-2.231918034,-0.447185486,0.735464117,17
6.10955059,7.464508864,2.697369373,1.92393469,0.452867754,-1.858650427,0.214917414,1.615935428,0.383497705,2.736458916,0.103522324,-2.19246898,0.748581649,1.050921523,3.822876811,0.749225856,-0.25181885,1.131240054,0.143157681,-0.723022513,-0.803132618,-0.675142944,0.650994949,-1.192858783,0.097117845,18
7.196532499,8.525304983,2.492957065,1.796150185,-0.13539729,-1.721404319,0.716920388,1.430313757,1.286465937,3.525240346,0.939403501,-2.222421863,0.449391765,1.055732754,3.481353904,1.222200503,-0.606143818,1.916260782,0.091838863,0.834520199,-1.585302426,0.487580604,-1.808890716,0.84230167,-0.382449613,18
14.24216586,-7.552302867,5.080483128,-5.054145748,-7.156940062,1.278975061,-1.725202187,1.710174469,0.90479563,-0.913982535,0.896833414,-0.818258478,0.678759135,-0.02311479,-1.606888165,-0.435236464,-1.247912361,-1.456439028,1.341391451,2.330599175,0.203936504,-0.691066794,-2.254628048,-0.821725377,-0.73561865,19
14.30324009,-8.315747944,4.409123873,-4.546561426,-5.544986809,1.345423438,-2.12806258,0.538254498,0.642375121,1.097339962,0.892781356,0.100081469,0.034737518,0.105434997,-0.329718041,-0.833357521,-1.060215003,-0.383922826,2.440222517,2.920491779,0.153868916,0.076781866,-1.111677619,0.440200902,0.526881966,19
-6.426920137,-2.162282065,1.183498668,-0.507026101,1.936524472,2.39000574,-0.036797046,2.004217956,0.121208039,1.909665744,0.158334811,-3.507682303,2.60885694,-0.866907008,-2.244109646,-2.98752977,-0.457624733,2.179233438,0.211267242,0.860800758,0.046523305,-0.382040871,4.921735749,0.328012491,2.06978276,20
-7.028603028,-2.495315129,0.677788476,-0.152556564,1.612439837,2.746053628,-1.700171848,2.536614657,-0.597370096,1.567049108,-0.366135587,-3.789758597,3.950534613,-1.06861652,-0.970811378,-2.080413283,0.206140833,2.202228654,0.670401101,0.717283695,1.026235994,-2.11306385,4.247468956,-0.30246918,0.959390488,20
-3.120058002,2.550345034,-3.903867683,-5.510982029,-1.914077029,-5.113902881,3.65102732,0.441848756,-6.311067633,0.881349885,0.91850858,1.319235602,-1.400439807,0.506069517,-1.099878424,-2.079314387,-0.570752106,1.7031789,2.590258178,-1.303550582,-1.200577943,-0.335284348,2.228621301,1.847544289,0.554782152,21
-3.982747928,2.304260852,-1.335588062,-7.245457075,-0.409250684,-2.699866772,4.404305976,1.744515051,-5.550482553,0.369881542,-0.00500403,0.734942435,-1.429649629,-1.387086294,-0.417220943,-3.852864841,0.60563025,-1.533312019,2.68075013,-0.926096095,-0.208683135,0.12509529,0.289780309,2.782078156,0.041199427,21
-5.401666818,-1.624372368,-3.690152769,2.729406874,-3.582536838,-0.994839135,-1.085466643,1.294175976,-0.535307694,-1.123365112,-3.685830895,-0.869479099,0.802958691,-2.67008592,2.169608329,-0.044750694,-0.552801137,-4.136078767,-1.575674246,0.117945059,1.331314676,-2.472569828,0.036012155,2.158881692,1.053881649,22
-4.879400213,-1.519284753,-3.699564347,0.852735413,-3.284772671,0.550414869,-0.452406616,2.186400478,1.604764613,-0.301829499,-0.973324456,-1.298206799,1.844526001,-2.631091144,1.357913294,-0.704303971,-0.422367483,-1.523705779,-0.262355667,-0.753899744,1.485954306,-0.388041941,-0.734285461,0.957711238,-1.580537122,22
-1.725571031,3.178339401,-0.992524106,-0.564919274,3.625934768,-2.141204839,-10.79380172,0.598584022,-2.80656222,0.337551883,-1.564988901,-0.291486527,-0.917041484,0.245296066,-0.575230223,-1.455836611,0.723334165,-0.789120499,1.366266166,0.827994503,0.663001491,1.238938428,0.579110987,0.50936022,-0.218328283,23
-1.50056396,3.408951335,-1.822074542,0.728208593,2.763786283,-1.939835124,-11.88538002,-0.627859334,-3.812116862,-1.282635716,-1.381616921,0.014307846,0.898248993,0.624121901,-2.195191866,-2.57267336,0.908627657,-0.529314588,-0.785011787,0.46685819,-0.540320314,0.96270403,0.75399798,0.629165503,-0.092033379,23
13.45307193,-8.645056894,0.037910033,2.209561942,5.263378134,-1.163822382,2.299705354,-0.044460054,-2.22584433,0.524637576,-1.888574708,-2.045439221,-2.068792874,-0.803469792,-1.007405723,-1.918271601,0.181376509,-0.397218869,0.938397188,0.977453693,0.999024746,0.288513894,0.126546808,0.862005581,-0.88931964,24
11.52876339,-8.648460165,-0.955219182,2.809508879,6.783524183,-2.490267365,0.579568894,-1.715311901,-2.271255539,0.315984193,-1.990480114,-2.10561041,-2.584882219,-2.560768797,-1.395482454,-2.979862929,0.098141535,-0.591267722,0.402598499,2.43383831,0.794270466,-1.142624261,-1.619225334,0.59805187,-0.944784495,24
2.432187504,5.157217495,0.052889047,6.20581031,-3.456764875,3.616093806,0.428205397,-2.931500564,-5.469141313,-1.377359394,0.356518656,0.092801836,1.841254001,0.976793541,0.982883889,-0.043108972,-2.582870122,-0.211905851,-1.809030171,-0.128859638,0.162486879,-0.446216635,0.184747196,-0.430706007,-1.31762015,25
3.660415803,5.641305792,0.749326726,6.655373942,-2.489693737,5.006614972,0.33808779,-4.394544947,-5.318331565,-1.498421174,0.261768244,-1.970666582,1.126931631,2.706964544,0.169897202,-0.493179986,-2.294868588,-0.421690703,-0.928683922,-0.279438324,1.11544305,1.365343884,0.063066443,-0.409942475,2.889661183,25
-9.948732381,-4.56160376,7.350156021,4.760517494,-3.574914046,-4.336181517,1.332362074,-0.528567545,-0.624932912,0.572816573,-5.640225758,0.725345538,0.388106569,-0.327164929,-0.521437172,0.133886986,0.148569012,0.570737162,1.765505055,0.002866041,0.742168321,2.549137544,2.222961711,0.424705142,-0.475717325,26
-9.826120704,-4.935878441,8.828849824,4.98952272,-3.270773552,-5.909568172,0.726482701,-1.77506711,0.637050852,0.555974661,-4.018256391,0.29437267,-0.584440314,0.607187044,-1.372100594,0.711013627,-0.174032267,1.805576233,3.411209509,-0.888075986,0.966440765,0.390437521,1.394715756,0.985770294,-0.152522085,26
-0.518698063,1.112882037,-1.823990398,-0.115095035,-0.559112579,1.522263579,-0.088326006,-1.525797688,3.273413275,-0.443155642,0.2726466,3.12052879,-0.412736901,-0.580546548,0.847764894,0.258924975,-0.796231854,-0.100872835,0.285006304,1.167805786,-0.636987295,-0.173018052,0.117126428,-1.835903708,1.513038483,1
0.058584282,1.57055652,-1.138566609,-0.342588936,-0.310027311,1.49577491,-1.050212597,-2.013430734,3.476705307,-1.338150351,0.05621223,3.223138887,-2.015287967,-0.381042388,-0.244210158,0.967574734,0.671574456,0.957895928,1.223659378,0.330053943,-0.039886521,-1.790916292,-0.284244201,-0.626759114,1.937880969,1
-3.163648305,0.023295274,-3.747359407,1.235269395,-1.357135926,-0.359433665,-0.108624629,0.459298842,1.379047704,0.132174675,1.145053634,1.456084756,-0.584930755,-0.207009475,-0.275382418,1.292721545,0.432341182,-0.999006118,0.969489763,0.831121579,0.607260928,0.228246314,1.389357339,-2.212871349,0.860020911,2
-4.363540714,-0.364616651,-2.522814641,0.714498274,-2.073632293,0.747292758,-1.031026116,1.335896177,-0.768737118,-0.791101347,1.305697158,-0.994167916,-1.440432038,-0.978032841,-0.122522083,1.209882866,-1.405568546,-1.002844621,0.383322054,1.847232869,-0.349704328,2.975496865,3.13529344,-2.531825846,-1.134493899,2
-8.977787744,-4.04807253,10.8236906,4.326408179,1.330518426,-4.838274244,-0.890436383,-2.93148226,1.612492028,-1.980088245,4.042444616,2.301971626,-2.19853521,0.647805434,0.922526382,-0.111935302,0.178502441,-0.419112032,0.0644644,-0.766635908,0.934393379,-0.496956428,1.0184005,-0.955112699,1.420354876,3
-8.934411056,-3.992900246,10.51095207,2.302285276,1.959344248,-3.946063929,-0.184291001,-3.320658849,0.937835983,-1.117340622,3.009015049,3.048351501,-2.718698095,2.437692094,-0.242530607,-0.794911861,0.275733998,-1.323691639,-0.079051909,0.57674805,-0.076053567,-0.491690935,0.626734552,-1.675911153,1.669214143,3
-4.814883617,-1.165605611,-3.237679175,1.143581112,-0.316844046,-0.190856061,-1.631724003,0.533033418,-0.213339349,0.467873953,-0.221754057,-0.419971613,-1.092513251,0.985219223,-2.189729106,3.402903004,-0.128637527,-1.141019287,2.110999397,-1.546684412,-0.092410246,-0.714301769,2.440670775,-1.18334257,1.877354943,4
-4.327447941,-1.15070453,-3.570593698,0.178360605,-1.732874482,0.146161743,-1.285130259,0.547588893,-0.019181617,-1.105576916,-0.324025676,1.033806551,-2.233039497,1.527703513,-2.467400759,3.144607468,0.325885344,-0.441904822,1.151919591,-0.981089707,0.413346189,0.078193932,1.593199259,-0.469901711,1.691304539,4
-3.384815527,-0.588245783,-5.34699239,1.537323658,-3.165105533,-0.460486223,1.411046543,0.165535406,1.181627504,0.785019567,0.902409955,-0.579539258,-0.662431513,1.039046473,-0.634682611,0.223303197,0.166366266,1.640513674,0.735055495,0.464043347,-0.338751819,0.653118339,-1.317108959,2.870095139,1.22283467,5
-3.298408481,-0.749994871,-3.511203585,0.281739773,-3.335188403,-0.312637275,0.21763824,0.242173953,1.933109749,0.986367228,1.166314596,0.617321723,-1.769197524,0.978892793,-0.185986937,0.791981956,-1.004346137,1.156041769,0.444934823,0.675239336,-1.027970659,0.104076768,-1.186207564,0.981223814,-0.247222764,5
1.126819785,1.178212208,-1.118005051,-1.683605849,-1.461294141,1.006336179,-0.87364636,-0.057806604,-2.61322972,0.313128749,-0.353448672,1.89086443,-0.843568711,-2.081954294,1.755753165,-1.22169915,3.146777937,-0.721275806,-1.662095642,-3.040389426,-0.445934495,-1.124027569,0.134539827,0.272143014,0.312239812,6
10.6672706,-4.807940375,2.994932539,-2.639825342,-3.899943397,1.564585907,-1.982289906,-0.122083654,-0.669783986,-0.124585919,-1.455426038,-0.036808921,-1.9325397,-0.450517288,-0.111110523,-1.170392679,0.922205814,1.532028672,-1.938656731,-1.575486823,-1.037650171,-0.062504433,2.026934135,1.080640538,0.070225224,6
-5.565748658,-2.149807695,0.577504817,-1.832437502,0.802160578,3.676588828,0.389142453,1.045356772,-0.098643001,1.26158655,-1.527291153,0.393981978,2.085549919,1.429856218,0.851285714,0.422096031,-0.390863263,0.009385012,-0.372027926,0.652282644,-0.72626391,-1.457586935,-1.365378867,-1.032718293,-1.071981579,7
-7.044729483,-1.870345921,1.169792288,-0.946630595,2.354220982,3.498364631,1.211388231,0.754797632,0.1163881,1.125891946,-2.090686444,-0.111645038,0.920201339,0.975469421,-0.250778926,0.844564077,-0.215579289,-0.718562486,-1.655179651,2.474820767,-1.38175418,-0.69657497,0.103926117,0.345578771,0.45272919,7
6.005664592,-11.47534327,-4.094945718,3.323200876,2.710003547,-1.300199818,1.851083583,-0.053784586,0.503881956,0.214003305,1.337659188,3.042131432,3.141455069,2.798611906,0.409882183,0.25504947,0.661544859,-0.768494256,0.264216568,-0.212635555,0.730500654,0.475926243,-1.248941739,-0.8576717,-0.709944043,8
6.71592281,-11.13681599,-4.49554372,3.55595598,4.027502243,-1.056706675,1.53866021,-0.501335636,-0.195333852,-0.700006556,-0.192343974,2.507125056,0.492324884,1.58328695,0.106626837,0.764705973,0.333234281,-0.053371119,-0.975470937,-0.490784218,-0.421824815,0.366152384,0.745690515,-0.434354144,1.474564613,8
3.389339049,5.299763004,0.299387238,5.154332395,-0.230787383,1.130543635,0.881119174,1.472709397,1.692933044,3.700925091,-1.1363243,0.522685968,-1.344251562,-0.200628355,-2.577874503,-2.074085873,3.575509412,-0.972567131,0.191215296,0.685744046,-1.331393941,-0.674769937,0.6889635,-0.897343201,2.307196722,9
3.233412268,5.766416805,0.4490232,4.355979,-0.137108846,1.601889519,0.61893999,2.057221592,2.261755754,2.523641578,-0.547514853,1.391531822,-1.018699128,-1.023152831,-3.170027447,-2.068226387,2.519376054,-1.679144682,0.175405111,0.883379507,0.813311424,-1.747524999,0.133027915,0.428414873,-0.11272017,9
-4.512860222,-0.18413398,4.108912756,-1.219349356,3.611717508,6.404089341,0.959488952,0.309567073,0.593809621,0.152564378,-2.365803516,-0.483364642,-1.482047024,1.495069184,0.96434369,-0.662584406,0.5353413,-0.46587465,0.035060752,0.905524736,0.975454967,2.079401443,3.027231749,1.068147426,0.987935862,10
-3.990420731,-0.001188552,3.25201436,-0.244067454,4.167376078,7.001427808,0.58772906,-1.347562226,0.459269624,-0.180802519,-3.121864965,-0.179295401,-1.857428485,0.23693588,0.909080049,-0.217443726,-0.772933672,-1.33045136,1.322170118,0.25365073,-0.913128574,1.697571493,2.049472222,1.787287132,-0.056870013,10
-2.308106703,0.489599179,3.571071021,-1.223002556,2.603468741,4.569866049,0.982961127,-0.624578246,1.465085532,-0.261528124,-0.650964343,1.042043022,0.67774934,-2.19348507,-0.759505546,1.64421369,0.426858965,-0.758161715,0.485953935,1.682217723,-0.472915101,0.033483715,1.15438811,1.590485215,-1.493125931,11
-2.605724907,0.400933052,2.576125962,-0.253226468,3.89652559,5.349017923,1.055848803,-1.017396157,0.764646215,-0.432923731,-0.259777959,0.950602462,0.760927561,-2.969173871,-1.870384177,1.07810247,1.480743989,0.24133208,1.128973219,2.222071637,-1.132124508,-0.445555427,-0.146080211,2.814102718,0.319993989,11
3.011593449,5.146953418,0.401329208,-2.330050494,0.634460913,-1.490616759,1.319679222,1.01416449,2.476496629,-6.854729342,-2.290784159,-2.511774205,-0.361204938,1.712428374,0.199741587,-0.420528202,2.274984101,0.702544082,1.39561042,-0.061295934,-0.306076484,-0.305281587,0.655891602,0.948737838,0.115915364,12
2.53484576,4.034666414,-0.390205777,-1.943621057,2.216519449,-1.925867608,2.612535921,-0.246983895,0.926784936,-6.170996235,-3.567308388,-1.901135988,-0.001792012,0.060545787,0.097889446,-0.79266134,2.050239472,-0.743183013,2.300893857,0.477944192,-0.440963047,-1.720725554,0.880303675,0.33778831,1.60854571,12
1.980931227,4.276173618,-1.873596833,-3.516421141,0.4292472,-1.448889911,-0.247725254,-6.742392303,0.855332438,1.984827057,-0.522437067,-1.537044215,-0.179009109,0.674268858,-0.933216814,-0.072753948,0.63199637,-2.091122098,-0.483841568,0.264973574,-1.849072197,0.665249572,0.699043844,-1.139648712,-1.286878069,13
2.11909636,4.004643292,-0.966768733,-2.565315963,0.816897407,-0.46077618,-0.176524607,-6.109924292,0.699843483,2.306813491,-1.661827241,0.54800674,-0.625786294,0.527197892,-0.904992427,-0.109640756,0.432590839,-0.761281627,-0.106745131,-0.180755784,-1.783168619,-0.202065444,0.776714406,0.067906672,-0.164092815,13
2.051658152,2.788755233,-0.678177481,-2.034079558,0.200903826,-0.680602553,-1.721090504,-3.989433219,1.817190208,1.454610049,-1.303856234,0.492066255,-2.969586002,-0.493443674,-1.580997113,0.095616955,-0.56828205,1.767188236,0.339863128,0.607586945,3.97235057,-1.787109885,1.34832853,-0.890174126,-0.526719794,14
2.423334854,3.142777868,-1.331231082,-1.392212504,0.416783925,-0.818524271,-0.623950147,-3.848535937,2.239414223,2.358562752,-1.185880089,0.589885785,-1.778539388,-0.812350561,0.898956583,-0.570157283,-0.853286111,1.889498089,0.075226623,0.053508273,2.597777641,-1.470657564,-0.24073938,-0.274473105,0.827345775,14
3.174885789,6.69860479,-0.161000794,1.042309723,0.926767361,-2.421019499,1.325626627,5.012935371,2.396990016,-1.476098972,0.674860644,0.543545714,2.054688143,0.450866538,-2.141473977,-0.425003687,-3.561861728,0.005213997,-1.208022639,-1.124342519,0.55411176,-0.730642712,-0.427535287,1.063062452,0.725495087,15
3.755200339,7.065582565,-0.56308603,0.778360701,0.33687687,-2.774694312,1.51607837,4.196366543,3.009515513,-1.2856429,0.308092151,1.383112463,2.299339468,1.106350543,-1.184689126,-2.47465595,-3.223935526,0.693300133,-1.21738287,-2.062817438,-0.187622131,0.804344355,0.649821369,0.643581029,1.569499868,15
-4.935602886,-1.904498149,-1.167193538,-0.492809381,-0.062777632,2.67046441,-0.431186288,0.567899725,0.496073503,-0.36858602,1.097080757,0.106007519,0.014908213,-1.607771946,1.556203903,0.269569925,-0.528459825,-1.467356762,1.134154225,-2.453330843,0.418350217,-0.060329511,-1.614692242,-1.450127319,0.69756372,16
-4.632583177,-2.431942693,-2.595282498,0.835694146,2.011485733,0.997046092,0.082826977,1.021201036,0.582650918,0.003959097,0.892008648,-0.762569318,-0.812408052,-1.515829903,1.045609197,0.337564825,-1.055388176,-1.154000919,2.137006226,-2.088114758,1.73637553,0.330380899,-0.999745422,-0.757765558,0.336356708,16
