PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA3,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,class
-1.74034383,7.691438167,6.106960609,-12.62063203,0.152551514,4.373348927,7.43462116,-4.253523848,0.981565408,-2.235716886,-1.469559645,-2.89001192,1.170675987,-3.023999355,-0.811496235,0.023086933,-1.124762717,-2.344168475,-1.555545729,-0.02895903,2.800732531,-1.10079752,0.111203457,0.847428814,0.000131565,17
-6.215433661,9.259947177,4.855763038,-10.34798787,-2.938862049,5.528748679,9.706800516,-3.247110851,-1.076193616,-0.009531207,-1.186242987,-1.280776473,1.022988894,-6.183408992,-0.877919374,-0.470402168,-2.607499283,0.929242223,-3.208560549,-3.571536889,0.225207814,0.14809,-0.486255415,-1.512528226,0.797490227,17
23.22478226,13.31270527,-1.608674841,2.819333777,3.710252608,-0.108878088,4.462544677,6.03937736,5.208109544,0.708039715,-1.152032599,-5.596626511,0.684215799,-1.954937059,-2.407839175,0.102523529,-2.742139279,-0.80292,-1.156965037,1.24025524,2.238145836,0.01140006,-1.839101226,-0.86929254,-3.324588338,18
20.249371,12.32273462,-3.687694207,2.868027605,2.136919563,-2.014673007,5.538785347,3.641766975,5.484374423,0.697846191,-1.196821869,-4.29843427,-1.159149565,-1.826796292,0.579796739,-3.21822192,-3.460575337,-2.947881818,-3.268221995,1.751678396,1.88596681,0.141858833,-0.122136025,-4.09556418,0.059109529,18
19.06317081,-3.71085832,2.408300444,2.779212036,4.377182069,9.090683496,-0.632179566,5.238353537,-1.670283797,1.11536137,-2.400124908,-1.114055373,1.365430277,0.782642403,-1.246275898,2.372237675,0.488736606,-3.600820468,-3.864654929,3.518497719,-3.984225957,1.076994696,-2.466928088,-1.500896195,2.697366555,19
15.78521262,-3.458631488,1.367956017,3.998197637,0.993321875,9.748415915,-1.533919681,0.138414042,-5.309292931,-2.532958233,-1.249464348,2.071100879,-3.146406449,1.166668457,-3.265389193,1.809336223,-1.762344465,-5.952510729,-2.153388961,3.547409432,-4.170138313,2.225517377,-0.288121977,-1.374088401,4.439751122,19
-8.475139999,-1.733423516,4.739997978,-4.443159558,4.642813571,0.715417333,-3.072036759,-3.111195964,2.528707826,0.103452447,0.814337547,-4.463307419,3.867243353,-4.033077455,-3.137068497,1.987990429,-2.927110416,-0.835320359,-4.068055354,2.25643198,1.251590448,-0.407333801,3.354574985,0.402164099,2.773834541,20
-13.19012392,-2.789921366,3.269152895,-2.817263059,2.728336708,0.888522823,-2.767136677,-3.928622734,-0.876446382,-1.296633395,0.236024065,-3.796160742,-0.626862272,-0.73048138,-4.243361189,2.359589781,-1.165551639,-0.76640025,-1.878882354,-0.182901357,1.506052086,-0.241695233,0.639595599,-1.341250094,0.053083479,20
0.993433042,12.15855003,3.694115997,-8.213881906,10.03029771,4.558663466,8.478370395,-7.518156151,-0.569487203,2.552717093,-5.688792732,2.265569421,1.256341674,-1.051093116,-0.381922677,0.348903784,-3.853179821,0.332344421,-2.046278662,0.530768237,-0.29474544,-0.835451736,-1.095530131,-3.13721414,-0.346754605,21
-2.57756431,5.488836675,0.652819346,-8.584072421,5.757998254,5.32566099,8.04169851,-5.367854467,1.615111078,2.346681424,-6.292114675,3.864599919,6.020697344,-6.106648852,-2.42417888,2.461603713,-4.135135117,2.343890046,-3.51872272,-1.902002979,0.032362668,-1.092597542,-1.186693043,1.671083114,-2.348309377,21
-12.54592276,1.631768873,5.269254088,-3.654287425,3.127110946,2.747933682,-5.444188325,-2.02123161,-0.831826107,-0.415064523,0.411147858,1.131158865,-0.723672418,3.483701515,-2.107397709,2.086360903,-1.856627263,-2.395991364,2.632091417,-3.939379259,-0.031431237,-1.148195358,-1.411853436,1.965542886,1.207774192,22
-10.63404082,3.810025107,6.999906683,-2.90379789,5.548869755,3.761584125,-6.20554758,-4.471651819,-2.025552256,-0.217970908,2.59495091,1.591710817,0.478213543,2.07281001,-1.969950155,4.095400493,-2.120018148,-4.118317177,0.291039887,-1.267886706,2.105640261,-0.05375827,-1.560364477,1.598666349,1.432176842,22
4.976866066,12.4813478,-2.916093908,0.368630754,7.780472358,-1.401419457,-5.591617335,-2.025765957,-2.186300043,2.558727241,4.110607326,0.254236722,1.833405673,-5.441350739,1.842873828,-8.694405784,2.833756898,0.188908738,-4.206919984,4.301252421,-3.675976494,-1.984487943,-0.559037667,-0.924005961,-0.140481987,23
2.459072263,10.59875183,-2.132514236,0.103889971,4.263312783,-2.7232873,-5.427982961,-3.511743622,-1.667066484,1.704132116,3.05198214,0.414393502,2.987131304,-4.656817322,2.263583806,-8.293984664,1.987617943,0.798034609,-2.111624954,7.435416377,-5.905669621,-4.006185845,1.940939552,-0.836794692,-0.558271758,23
17.80718787,-1.879627809,8.549475262,2.595368642,3.935146737,6.258867134,0.76265917,0.038184256,-3.870244616,-2.95425492,-3.009812093,2.919418424,-2.85385589,-7.111408846,1.832604093,-2.194613972,-2.163800932,-0.77435337,0.420925803,3.688077921,2.453442853,1.126765763,2.559706027,-0.884667618,2.47688087,24
19.53473568,-5.069633659,5.573844752,2.924625412,5.349357254,4.283305705,1.861042412,1.900132938,-5.319067868,2.535619812,-2.871987136,-0.792030575,-3.891496261,-4.091832937,-0.493244425,-1.570216758,-2.824690009,-0.280738253,1.335561811,3.590257406,2.352325356,0.980866816,-0.100922428,-1.235814148,2.658569901,24
13.25940037,11.38789523,-2.678390075,7.885471901,7.69530387,-1.203311658,1.380469257,-5.762259145,4.051384113,-3.318049014,-2.4684461,1.151125054,-2.606599807,-2.543136604,3.53956698,-1.301134291,0.212987036,-5.632304521,-2.390631207,-1.466388809,0.969670847,-0.888209592,4.372512009,-1.76230337,2.217621117,25
11.5024617,8.526684857,-5.569966583,8.02345074,7.801554735,-1.856817839,2.605514145,-3.425764431,6.393853712,0.378637161,-2.138004691,-2.035221613,-1.861956144,-1.114080896,2.895519472,-1.781977518,0.323906043,-6.771207163,-1.795300426,-1.330817248,2.146457981,-2.561859218,4.035548664,-2.304499395,1.166123428,25
-13.09541268,7.264326271,9.92465297,0.22450227,3.212127773,6.396655558,-0.59169803,-1.914096483,-3.711166699,1.684687553,-1.48734102,-2.332819604,0.032449798,-0.873347293,-5.061279779,0.330557846,-1.36682478,0.312674409,-1.873161937,-4.579160084,1.666230554,0.225257204,-1.307327579,0.3654532,2.477755519,26
-12.89554241,4.93390498,8.180660598,2.615630449,0.964610587,3.249082198,-0.136077182,-3.295706496,-3.363567592,2.524838022,-3.447198773,-2.624157448,1.119108936,0.347353113,-4.96970506,-0.381830985,-0.238009511,2.011176713,-2.149703499,-2.321133337,2.250065378,0.415355165,-2.178320221,0.566305901,0.836311344,26
0.692406206,-6.389138079,1.616764307,-6.269083567,6.061646472,-3.793590257,-5.149454554,4.825033422,-1.478372249,1.953363428,2.239026609,-2.58471705,0.535171731,3.252070718,1.973127198,0.771688713,-0.750685374,-2.347552619,-3.000149535,-0.358449446,-0.105959045,2.003809582,0.840836195,2.775400894,-1.435974732,1
1.370722712,-3.835281649,3.875416921,-6.565099037,7.648146263,-5.54199025,-4.227326598,7.523121045,-0.296870494,0.320230241,2.029059415,-2.109689718,-1.611651155,2.990332807,2.481320482,-0.00892906,0.80319248,-2.824144275,-2.011494736,0.574670292,0.724375483,1.370086236,0.943820386,1.87096978,-1.666490431,1
-9.315935334,-3.838789999,0.769777773,-6.161175926,8.219194908,-5.659426813,-4.307306806,2.423586823,-0.10729726,0.9242379,1.666684479,0.996778359,2.951903621,2.92292243,-1.360773719,0.30567263,-1.323508606,-0.616368813,2.311279925,-0.971334705,2.552010169,-1.035298044,2.047902795,-1.339242633,0.611271114,2
-8.256567791,-3.192213315,2.61041792,-5.571565526,8.830080791,-1.190884111,-1.499623952,2.092443026,0.1175235,1.914594495,3.677648869,2.373711457,2.013191598,2.985688329,-4.014338003,4.202317427,-0.560561222,-1.478618063,-3.289962348,0.310265429,3.959861542,-0.386182539,2.712476065,-2.541121127,-1.681339631,2
-12.79615852,3.073043413,13.44255021,4.221733384,0.92142319,-2.346515641,-4.976405998,0.901555397,-1.801207465,2.509311517,1.675483302,-1.417565928,2.066200449,4.462258708,0.482295634,-0.867363646,-3.447711905,-1.132131659,6.694310808,-1.898414923,-2.125418885,-0.858590076,5.866413525,0.138733402,1.546965434,3
-12.31639111,3.155972776,14.98766727,2.722656354,2.299298374,-1.675597732,-3.344658022,1.190136837,-0.818710704,2.29637277,0.898379721,-0.794239915,2.140064936,2.438321549,0.578609433,-2.500689453,-2.297044025,0.8461608,2.486124207,-3.723582588,-3.55537156,-0.527429596,4.838803592,-0.262193829,2.662824367,3
-13.48488314,-4.758193506,-0.397516839,-4.718508081,6.061413736,-5.899348315,0.260646513,1.558229499,-0.76051916,-4.729550094,4.055832888,1.477540493,0.458161186,4.496029388,-0.447156314,-2.167292366,0.310839202,0.253078032,0.502754754,-1.002595657,0.848630124,-0.361748621,1.107715437,-2.918709734,1.201282057,4
-12.59782874,-3.948961959,2.399525553,-2.124137111,8.029322272,1.821611643,1.267924302,-0.66597155,-1.953602418,-4.836765213,8.711006014,0.69271803,3.318153155,8.503272943,4.196483132,-1.045835523,-3.563926275,2.139499801,-1.424710407,-0.326614321,3.172088948,-1.329265696,1.996542167,-1.102298371,1.048877592,4
-12.50088333,-4.477460218,-4.196738171,-1.445009227,7.076489929,-3.68916457,-0.104140439,-2.864339283,-1.962575397,1.793822524,-1.518366865,0.550188143,0.97070392,4.845453978,-0.242474109,0.986860759,-3.636461197,-0.498843067,2.853280443,-2.336756753,-1.198699793,0.434659709,0.444486845,0.160224829,-1.448574326,5
-12.77339272,-3.779501118,-1.694915943,-1.036103284,11.36034808,0.283520898,2.264404019,0.512323023,0.365861176,-2.653176713,2.226298098,-2.614719798,1.278968719,9.607651127,-0.18879258,1.633453001,-3.120742528,0.247368454,-0.284819497,-2.285862018,-1.228933477,0.413829085,1.139743495,3.577170398,-0.518564906,5
13.7158636,-9.281653826,5.575289704,-0.352637612,1.713866305,5.879342779,0.972976164,-2.89244251,2.647306705,1.394522177,-2.608734565,5.404864999,2.283452724,-0.376465961,0.29694557,1.142276226,1.323706757,-0.88238888,-1.600045131,1.370892982,-4.108173719,-3.54525898,0.511943714,-0.222130301,-2.434424069,6
9.700272314,-7.916692732,3.780979248,1.284500711,0.819506799,7.033727244,1.37389807,0.358191961,-0.111369148,2.028124551,-3.11624486,-3.177269665,1.877731612,-1.828926366,0.125562448,1.025841069,1.609180328,-4.041178685,-4.522655273,1.651855586,-0.757936498,-1.722904215,0.816750242,0.457269181,0.484886171,6
-15.06206346,-4.540856554,7.047376061,-4.18522245,1.186830945,-4.438731148,2.814593739,-0.725573771,2.978363552,-5.611787836,2.604221934,-2.15643626,-0.760111415,0.697461757,-1.286722891,0.857643896,-1.540985178,1.809216383,2.39867812,0.013657982,0.528960646,0.14385879,-1.3329779,1.901499338,1.050557374,7
-12.72609056,-1.065568337,8.933755826,-4.347596083,4.425806401,-3.78804244,0.751639436,-1.216064111,-1.478758209,-5.494580547,3.646651976,0.617655559,0.272969465,-0.67404774,-2.122178877,-1.686471178,1.814209133,1.585315841,2.095892929,-2.165645055,0.15590078,0.699947599,-4.052902275,-0.795763576,0.250101312,7
-1.195073067,-10.43057861,1.726193086,0.104598424,5.400690731,1.583436976,-1.657813929,0.522125526,-7.084294121,2.306163877,-1.610882591,1.108806397,-4.101025312,1.517023273,3.54772257,-3.863353632,-2.288706681,3.255541697,1.928542021,-1.216341081,0.893826355,-0.048736415,0.6655834,-0.702020166,-2.097773364,8
-2.210694468,-11.00771954,1.465099635,-2.666104206,6.477288998,8.852562918,-1.841422432,2.644453323,-6.327761891,0.773763079,-1.079160181,3.809936276,-5.534187025,-1.264704761,5.098935256,-8.760737823,-5.313750235,4.186685911,1.898898103,-1.376459,1.312137832,0.067223443,-0.551107674,1.941987074,0.794610472,8
17.89949986,2.052191575,8.397408643,0.435821212,1.711812097,-3.252460522,-1.358830799,2.38525715,8.6958062,-3.970038297,0.589377224,3.065208111,-1.724584382,5.611633871,-0.973717181,-1.237140382,-1.389297247,-0.084645841,-3.765919897,-3.147014973,-0.951204376,0.640177977,-1.201768109,3.879551657,-1.884426806,9
17.24372043,1.295577813,5.412239841,5.948297405,5.978954505,-3.956326849,2.456954377,3.188766375,5.221618764,-6.759116319,5.262827014,0.078073252,-1.523702508,5.202544017,0.958547606,-3.790782078,-4.15628877,1.314948192,-4.865034241,-3.835943087,-2.402836646,1.060586986,-1.717302609,2.480510449,-2.79060414,9
-3.682802669,-0.262302134,8.338135537,-5.523681795,-2.620815463,-2.846672332,1.397919834,-4.317088572,4.219730761,-3.254528828,1.7660383,-3.484206424,3.888548333,-4.06599173,-0.388053669,-0.063317567,2.985635708,0.950226585,0.735837053,2.160171641,1.786280989,0.136128434,-0.519362803,0.766048349,1.554046227,10
-6.866109866,-2.156916082,7.897903127,-5.164136505,-1.967513342,-4.956445949,-1.123117431,-4.165479087,0.135738441,-3.420333115,2.721517819,-3.639504279,1.43665455,-3.863954915,0.592414226,-0.957700086,2.852066096,0.545659178,-0.182455269,-0.431372513,1.307774339,2.021090748,-1.57320892,1.017074056,-0.008460212,10
-3.087133114,-4.084652753,6.819254053,-4.621916447,-1.511516339,-4.541697766,-7.290911658,-1.731908281,-2.754615447,-0.301352477,2.057366843,-2.732959913,0.366358401,1.442427131,0.773042356,-1.099816697,0.385612558,-2.674647137,0.230644584,0.129178761,-0.078323563,1.278096152,-2.019023871,2.75565101,-0.633903262,11
0.807149098,-2.805288487,9.091345456,-2.333390549,1.248471714,-5.590970543,-7.545722613,-2.600301743,-2.90702195,1.297900233,2.269426698,-2.73284408,0.507995498,1.366491726,0.302567689,-0.051125736,1.38130947,-1.363840361,1.160227031,0.951694283,1.097516285,2.24308777,-0.216089934,0.560290538,-1.102743317,11
14.52490311,4.562041021,4.615629913,-5.077235772,-0.765172263,1.32447915,-4.657285402,5.518797519,-3.565668274,-4.804936768,-2.118259786,3.235526206,-4.087551473,2.45597938,4.495021617,1.994243999,0.349360702,0.695570192,-0.305538169,-4.420411483,-4.11132988,-0.209348701,-0.898641115,2.099392029,-1.527006444,12
12.60365778,3.79959264,5.315330022,-4.389131652,-0.575239744,0.809346945,-2.028625925,5.097413042,0.923710278,-2.598834652,-4.995561695,0.848269793,0.648222135,1.885721231,8.162606745,3.81696352,0.340748312,0.194257706,0.291028001,-2.380011235,-5.669977776,0.48322957,-3.196618623,3.342207386,-1.835324324,12
10.12919909,1.689031822,7.444096742,-7.918787149,2.503870785,-1.004790035,2.30395807,2.393192733,2.139281041,-4.389293604,-1.227490562,4.153212515,-1.024609903,6.193850732,1.99838365,-1.455902977,2.223721295,-1.075516794,-2.486695535,-4.325543773,-4.735055685,0.63835201,0.696320624,0.402389502,0.623636531,13
13.7561581,4.503955691,7.848425071,-5.139985376,5.347784568,-2.133605145,2.959247477,4.200430153,3.990790104,-1.047979305,-4.567704353,5.398635816,-0.979259117,5.342283618,2.371846793,-1.864308272,4.376475589,1.104213298,-3.630654116,-3.623472655,-3.831271541,0.405161123,-1.117643195,-1.771551578,-0.09150706,13
5.765251522,1.510068404,5.119873722,-4.826873966,4.831470119,0.478592146,1.863026718,0.516799195,3.29507497,-0.772418281,1.11535515,-1.643814127,-0.344911255,5.467757142,-0.399369534,-2.927553347,3.159217061,-0.43964852,-3.136858156,-3.244515685,-3.708093387,0.79639299,1.97158337,1.647925879,-0.457538834,14
7.821150324,2.869721587,7.803356451,-5.948246077,6.838780463,0.410246347,3.806774472,3.143032309,1.118017894,-3.248073159,0.311436049,1.153165222,1.501607454,1.881366733,-1.638686088,-1.213278592,3.316106136,-1.721428977,-5.654060603,-3.047561786,-3.658892366,0.450780567,1.499927989,2.798494443,-2.549427279,14
10.14773819,23.7826427,0.954854533,2.421068664,4.05829911,1.18890322,-4.265341382,4.336329895,-0.552251948,-4.008438041,0.67140432,-4.541926396,-2.444203555,-3.596841154,2.707707491,-1.556790614,-2.531509887,-3.010178659,3.778409908,0.009955481,1.031911857,3.633078015,-2.38733843,-1.479639437,-4.206928227,15
7.792343571,15.37172132,-4.757653905,0.157448957,2.986553882,5.038631158,-5.442649672,2.813049231,1.137378891,-2.398645714,1.863631955,-3.729952119,0.165362084,-5.832280674,2.596612444,-4.690385327,-0.44850015,-0.355297779,-1.308830603,-4.065179883,-1.261109006,2.727004831,-3.28939432,0.502337053,-3.620621102,15
-14.94202376,-1.347073017,-0.379565546,-2.207073734,4.434356297,-0.843055277,-4.337757939,-2.038267077,-1.483300944,0.545383326,3.954881896,0.629961079,5.183128692,2.09839379,-1.334795132,-1.755756537,-0.665038339,-2.894816145,1.55475251,-2.305076617,0.76268649,-2.391675637,-2.149481306,0.669605824,0.243237036,16
-17.03630415,-2.263885576,-3.290377499,-2.270281103,5.413556181,0.639978967,-2.547911722,-3.072830278,-0.846482956,-0.39684324,7.186536633,0.773565396,2.947472807,5.029510931,-0.264576838,-0.43001483,-0.848969529,-3.483229183,0.963300659,-2.092353662,1.199221534,-0.02276273,-4.922901662,1.305443268,3.175739676,16
-1.738083476,10.11300832,5.992586002,-11.43818429,-5.671391066,3.480318858,1.235296961,-0.788294084,0.436400572,-1.926978755,-0.138677796,-0.324573504,4.226580761,-3.287856042,0.929666612,0.642315979,-1.557919996,-0.809544124,4.518820555,-0.206739511,2.433894213,-1.242039291,-0.93428197,-0.549850613,2.934748873,17
-2.33296376,10.81912892,6.142000566,-9.892345857,-4.550016922,2.905110057,7.643076235,-0.806634412,0.512015111,-0.757810732,-3.183459881,0.299434956,2.262523321,-1.559828339,1.352483504,-2.297505458,-0.896421924,-0.672425291,1.540581056,-3.027735185,1.012986892,1.162572241,-1.555996713,1.919261316,2.643211935,17
21.03892977,7.919867687,-0.573119193,1.357754264,2.411850055,3.795722946,6.443406178,2.816005413,3.816302784,-4.63064412,4.290284091,-3.064785855,0.967927966,2.097082284,4.81418544,-1.091018569,-1.014505471,-0.441775899,-2.340024015,-2.358535883,3.406077691,-1.57157152,-0.865517485,-0.751396376,-0.976133417,18
18.65235649,12.6967395,-3.181068038,1.475789395,0.240592242,2.980685691,6.701649991,1.521823823,1.381135324,-7.038850556,0.429743654,0.987024429,2.166041024,-1.176085116,1.225455491,-0.990947876,-0.651068831,-3.438696195,-3.771126235,-4.13448075,0.328566962,2.013895457,0.325246864,-0.956499718,-2.922073174,18
15.90744447,-10.90730701,1.603576097,-0.969646687,6.404271334,14.85740058,2.459319492,1.575990322,-2.010341378,3.425543971,1.684696134,-5.843275118,2.07973497,2.043220793,-1.740115547,2.519111093,2.606783708,-1.755559434,-3.146999293,1.88821368,-6.155630936,3.182230451,-1.733502381,1.243391,-1.098530839,19
13.25154132,-9.927097847,7.402965247,3.103907335,6.300585939,9.7464988,2.761438287,-0.281296806,0.604847531,-0.57515881,-1.438860474,0.75678978,3.344265657,1.292711825,-1.111706748,0.813003602,4.058497742,-1.629838977,-3.697419404,2.058821142,-7.648593508,2.678140704,-0.452997979,-1.006893319,-2.621620179,19
-14.40725604,0.307690995,3.029311796,-4.958697196,1.267927454,-2.679922072,-5.153283193,-2.53202902,-0.391698647,-0.394117149,3.346231215,-0.532592301,0.068731829,3.965340398,-1.286093316,-3.280166235,0.992613364,-1.636613275,2.873482209,-0.411064677,-1.427704791,-2.579554835,-1.919104708,-0.752427143,1.464639894,20
-17.60881207,1.452163307,1.285728517,-2.448639871,2.919274495,2.888787567,-1.991670058,-2.308275672,3.524559834,-2.565401143,5.302939162,-0.933610379,0.885339546,2.932365496,-0.325224839,-2.96358784,0.349933752,0.995019853,0.657596341,-2.850808251,2.569175177,-2.836262426,-2.19861951,-0.468729068,2.916309191,20
-0.284604095,2.123711423,3.325852443,-11.67344397,5.380484999,-0.886987309,11.47081101,-1.866793766,6.087653734,3.216491781,-2.376771217,-0.424528347,0.937974493,3.636759476,2.253448786,3.843177831,-1.720166612,0.676847785,3.894032636,2.995502617,-2.435717758,-2.332950826,-1.102949985,0.961092298,-0.453151283,21
0.453417462,7.71386735,0.795622414,-12.38029244,3.517857745,-0.890710303,12.81474645,-1.549672765,3.045570211,2.058787667,-5.430033772,1.748728809,-3.153801375,2.792740012,2.819564629,-0.621177089,-1.332525745,3.936198189,2.440613364,1.118945687,-5.041412549,-0.339624665,-2.793427865,2.010358552,-1.549554883,21
-8.756114011,-3.833094104,7.780905011,-2.242943628,6.902187155,-5.644299278,-2.535250318,0.562615449,-2.228710929,-4.752937987,4.209946215,5.977626353,2.610365286,3.843436881,1.726633434,1.75032461,-1.925392892,-3.695943333,3.761997449,1.029207963,2.533551473,1.252254964,1.760520888,-0.881942447,1.122673314,22
-6.787525506,-3.210692587,3.221730995,-1.038635532,11.38235272,-1.46853833,1.104961264,7.799997799,-1.338263105,3.222411747,2.394075875,2.332852926,4.653373815,5.168510683,1.321910797,-1.161270252,-2.493047977,-0.449493383,1.342923979,0.713372262,1.586693429,2.335470502,-1.899625652,1.974245443,1.281830868,22
0.812314195,8.402738865,3.094907138,-6.689101591,2.305882221,7.174834724,16.58163917,7.742907138,5.130468396,14.38623813,11.05983919,7.229991116,0.408811829,1.199672456,3.577060853,7.13442475,-1.019119686,-3.131755419,0.837187439,1.543743475,4.654900674,5.832343036,-5.132166396,4.522034698,0.969534281,23
-0.307451903,9.026583167,4.615864599,-7.340674558,-0.381350158,9.01744173,9.604410503,3.044346358,1.047288856,10.8862299,7.976951635,8.067012106,3.817260559,-2.425929693,1.360336282,9.856881318,1.08225785,-2.534230666,0.236132586,-1.547060296,4.295950091,1.121616125,-1.505578647,4.606686813,-1.625841412,23
9.806579967,-14.81806415,1.523170581,-1.700513866,-1.594910244,5.213639983,-1.006427135,0.167236184,-4.515611277,2.578784603,-0.247808652,1.572386828,-0.380402504,-2.859009928,3.835123954,-6.02005362,-1.58709229,1.104601547,-0.169766161,-1.599817694,2.60229106,-0.477356552,-0.059601758,3.111310674,0.422907988,24
11.09538863,-11.74290315,3.562278371,-0.658223078,1.377941196,7.067125688,-0.306907543,0.448358761,-4.302404329,0.278445639,-0.769797893,2.329784664,-3.259115598,-3.603004217,3.421778458,-5.074255708,-2.592740542,3.537171389,1.597501852,-1.595310357,2.584933624,-1.61211143,1.269806755,2.71104106,-0.469540242,24
12.75891655,10.07129971,6.181984476,5.566669381,13.2302119,-2.873098423,1.841468396,-7.585628759,5.682120628,-5.196792009,1.246768066,-1.817019719,3.63917795,2.458392357,2.051723022,0.064446501,3.252670001,-4.66263719,4.723160468,-4.348354242,-0.113960409,-1.447737878,-0.038809117,3.088235635,-1.38819661,25
12.10980258,12.2008072,7.04557896,5.360787342,13.80087724,0.070175266,2.743588923,-6.449866647,3.824671551,-4.71083829,2.670388454,-2.676831892,0.958124315,2.389991783,2.833276262,-1.459837448,4.254068015,-1.527316166,4.257442703,-2.987084384,-3.258694453,-0.256556835,-1.53409874,3.835664665,-1.262911927,25
-10.86581647,1.771570781,11.80687644,1.088364974,2.754887277,-4.657178686,-3.757172525,1.701243466,-1.42111059,0.775137472,2.143509176,0.927736804,1.592975612,4.800498539,0.801736306,-0.947556161,-0.120743406,-1.892925181,5.69729332,-0.29204005,-0.641251396,0.057310498,-1.487485099,0.770170271,1.969301127,26
-10.00805125,4.983650168,14.11980443,0.616924117,6.203226794,-1.65900896,-2.059206339,4.817767973,1.403976922,-1.127087817,5.09708497,4.561191074,2.01619568,2.18822804,0.94956525,0.558118134,1.555153351,-2.90687189,0.649873844,-1.367581518,-1.107101202,1.210156363,-0.533292549,0.585244856,2.669524909,26
-5.272932991,-6.182684644,-3.611009514,-3.955689933,2.628861873,-4.913616167,-4.687220487,-2.401802347,-1.206560642,5.526785531,-0.759568707,-4.17515421,-0.678204354,-0.105786731,2.160716857,-0.711161969,-1.053808078,-3.733990134,0.843382717,-1.766255402,1.567463981,-0.733507075,-0.267682932,2.048614263,-1.415727496,1
-2.313500245,-4.498980632,-2.737986626,-5.399711728,3.897891244,-3.53458515,-4.998898875,-0.732811768,-0.514510859,6.317877693,-1.164864153,-3.246630728,-0.150663316,1.709446064,1.451186414,-1.032143809,-1.570264919,-2.866047405,2.841396529,-0.368379433,2.118654918,0.426962721,0.222766835,0.913085808,-0.94429394,1
-11.76779019,-0.205729538,-4.471234648,-6.755446719,7.219773351,-1.104839643,-1.644240156,-1.25663151,-2.612967305,3.473284445,-0.73448293,1.402047467,4.310470314,-3.132998807,-3.042905153,-2.226244655,-0.237685835,1.46416078,-3.568876327,-4.277617279,2.217686323,-0.872362623,-0.869260425,-3.23429297,-0.024352151,2
-11.72618887,0.070731802,-6.613695355,-4.791921537,8.905215973,-1.950443667,0.941017854,-0.895746598,-2.938955119,1.218326206,0.731876086,-2.937228188,5.12340974,-2.377217393,-3.62325033,0.009364475,-2.221990416,-0.9526896,1.08350873,-2.268985452,3.325989279,-0.407648012,1.354454042,-2.211227148,-1.219698074,2
-14.94604893,3.669707773,6.460290895,0.446852393,-2.944451891,-0.687938049,-1.536031552,0.705632934,0.595572169,3.627467498,-3.875478868,0.508370688,3.151374482,-3.428620796,-0.22373571,-5.569949441,-1.593089947,0.131450242,-2.109773879,-2.981261984,1.695646679,-0.181686286,0.07573681,-2.582792806,1.850374492,3
-17.71388841,2.399470565,7.155653844,4.292065804,-0.943679303,-0.323384184,-1.334264011,0.573131719,-0.421644626,2.996149588,-1.800604589,-4.372755991,5.419755785,-1.486772572,-2.140883037,-1.947680317,-3.416906396,-1.466063409,0.846391354,-1.772697805,1.754437473,-0.046314914,1.378746061,-1.357181549,-0.031108659,3
-12.76722761,2.447688798,-3.261690592,-4.169577154,3.319260649,-4.419311297,-1.093308444,-1.221789163,-0.318266434,0.430708749,1.066942066,-2.217950788,5.325429478,-3.622073058,-1.84444986,-5.72856384,-2.673653055,0.474057539,0.727918457,-1.479621781,0.658516067,-0.808417192,-1.972319243,-3.206787751,0.356012344,4
-14.10004203,2.176523368,-3.358559435,-5.130360286,5.215859161,-2.872926103,-1.230452784,-0.807767746,-0.29499162,1.754017774,0.082522464,-1.54172333,5.648310993,-2.700755336,-2.518704335,-4.940508688,-1.911476796,0.548977529,-0.396515978,-1.254109952,0.770047823,-0.906024808,-2.539904552,0.306097802,1.315940994,4
-11.43086157,3.018747214,-8.787315453,-5.47170734,9.367943816,-2.444343381,3.166378968,-0.614344499,-4.396762003,5.10680324,2.023920471,-9.467266907,2.371835476,-1.943636125,-1.708598943,-2.728061826,-1.103378812,-2.400536189,0.9583431,-2.331312428,1.843257448,-0.34563236,-3.223169187,-1.68550672,0.572065593,5
-11.95155079,1.734625742,-8.510118204,-5.639000464,8.781458899,-4.648190356,1.992077858,-2.207195696,-5.394942434,2.57979552,2.324763042,-3.224233359,3.975570478,-1.922873816,-1.151497334,-3.002557074,-0.530594533,-1.27715205,1.710411205,-2.138273238,-0.296045539,-0.348605002,-1.207350342,-2.010994287,-2.363980747,5
12.29662557,-9.472614282,-0.06870635,1.634603857,0.281512728,3.165622807,0.275465466,-5.188440145,-3.832028661,4.402570375,-0.999912207,0.622151721,-1.12074973,2.917708881,0.797304133,2.196164859,2.724315521,3.208839463,-2.369581427,1.229317074,2.051860497,-3.881242097,2.826767055,0.187316943,0.27097092,6
10.703793,-7.459995596,-2.497241918,-1.958068532,-0.452302365,6.897754688,0.093845384,-3.529083864,-1.223646759,3.661702831,-1.50166452,0.892897148,-1.554758103,-0.589875772,-3.195502995,2.713099553,4.014597552,-0.637693068,-1.758306778,-1.370482332,-0.236895427,-1.811607699,2.909374434,1.134614476,-0.421037815,6
