PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,class
-0.114106777,0.100841437,-0.654196586,-0.080350081,-0.229631241,-0.329271807,-0.321711782,0.111430312,6
-0.195143294,-0.226968416,-0.2369342,-0.266363557,-0.352607142,-0.10837045,-0.533724086,0.051251505,7
-0.015738832,-0.266222482,-0.310688389,-0.216606073,-0.565209054,-0.340030877,-0.421209091,-0.478180334,8
0.323295055,0.582171734,-0.426681627,0.24049145,-0.260818132,-0.634237533,-0.664738855,0.02281463,9
-0.275572795,-0.126206871,-0.974702275,2.586009562,0.447581815,3.324790668,-1.222861973,0.802272207,1
-0.20764517,-0.393555078,-0.660710033,-0.469398559,-0.220447386,-0.191706876,-0.290226145,0.302160753,2
-0.413794101,-0.360732503,0.634487428,0.637907827,0.069997945,1.579416758,1.042150385,-1.120012297,3
-0.20871116,-0.041371821,-0.389458792,0.189993616,-0.261382589,0.234591643,-0.197418506,-0.209845749,4
-0.203175105,-0.080078469,-0.47242191,-0.152083587,-0.556476802,-0.168476385,-0.270832143,-0.884974547,5
-0.300251071,-0.115846501,-0.393343547,-0.065565345,-0.517148216,-0.002295633,0.420729245,-0.616585274,6
-0.244357336,-0.073272754,0.078132049,-0.239583524,-0.490121194,-0.170587206,-0.400491201,-0.361186168,7
-0.160378441,-0.030074151,-0.661016899,-0.075521422,-0.542640369,-0.400238982,-0.502886188,-0.41440476,8
-0.407578291,-0.526194062,-1.222941079,-0.757515867,-0.435067379,-0.034789637,-2.306401204,1.447862876,9
-0.280321272,-0.652012697,-0.776971292,-0.76360134,-0.421235554,-0.248979324,-0.581134672,1.278846066,1
-0.326749651,-0.62222864,-0.001533407,-1.309133733,1.682284947,-0.275136819,0.740434216,4.457725896,2
-0.209900165,-0.305847266,-0.383500575,-0.058345554,-0.171272572,0.327872134,0.008725648,0.214951006,3
1.332461702,-1.006582474,0.588088551,-0.152227097,-0.464681432,2.736521531,8.921954851,-7.351007383,4
-0.415693723,-0.342622491,-0.193312285,-0.448911577,-0.894287347,0.066291502,0.108594232,-2.117137915,5
-0.217757678,-0.006270161,-0.940178691,-0.228848664,-0.307757274,-0.532380089,-0.594631079,0.295504168,6
-0.176816173,2.223981258,-0.909569876,3.585977196,0.033375749,2.551895417,-4.097473911,2.173383597,7
-0.175799458,-0.312511762,-0.477525223,-0.332143555,-0.339944649,-0.128587904,-0.280926051,-0.071502708,8
-0.141854334,-0.066649032,-0.772584565,-0.01307558,-0.398531073,-0.376876831,-0.419215402,-0.007251219,9
-0.216799892,-0.385640883,-0.537647727,-0.418357867,-0.344749627,-0.133555451,-0.263976082,0.375493761,1
-0.376709239,-0.291721269,0.89465148,0.769205188,1.941852638,-1.542572697,1.262672058,3.323921191,2
-0.340842549,-0.425835495,-0.413995571,-0.219680311,-0.350438076,0.57990526,0.583522906,-0.986505705,3
-0.348435441,1.367506683,-1.368414273,8.955448394,1.728262307,10.45598829,-2.723677134,0.162577863,4
-0.15611928,0.05663771,-0.626523803,-0.076672178,-0.32832875,-0.260969648,-0.302367494,-0.117422512,5
-0.129007721,0.123479209,-0.452723574,0.057796596,-0.290261846,-0.034701959,0.828657406,-0.818838752,6
-0.202988361,-0.265832403,-0.19037306,-0.307695407,-0.394413526,-0.18196362,-0.45222921,-0.052550907,7
-0.167291683,-0.150670667,-0.532942695,-0.188806897,-0.405740398,-0.200472985,-0.30878051,-0.196891055,8
-0.086192696,0.150891469,-0.708401245,0.021302938,-0.143708542,-0.413668125,-0.42672131,0.61816992,9
-0.299270505,-0.260367513,-0.594231645,-0.350748864,-0.364760481,-0.389683889,-0.060963178,0.913262536,1
-0.249291485,-0.415514893,-0.549380118,0.013200534,0.770748898,-0.889922776,0.441988413,1.330995242,2
-0.257363634,-0.3416989,-0.491025726,0.323261948,-0.081238311,0.895879157,0.094987698,-0.364032648,3
-0.235890879,0.517422641,-0.546133965,1.948474809,0.276837375,2.52094424,-0.738945562,-0.144521611,4
-0.318680907,-0.354241084,-0.175302366,-0.428302345,-0.736865387,-0.058792226,-0.054565141,-1.639357052,5
0.298874918,0.811956764,1.391932559,-0.186102236,-1.115390782,-0.447929805,0.069920828,-1.201382913,6
0.546494198,0.230849965,0.736563797,0.064823799,-0.506274776,-0.815753909,-1.723568701,0.961442885,7
-0.184710121,-0.238068566,-0.590676155,-0.326110608,-0.303596166,-0.1919745,-0.2404974,0.067693446,8
3.420134719,-0.291513469,-0.703524556,-0.275261265,-0.397631855,-0.184309933,-0.411162019,0.134377157,9
-0.249034212,-0.338541613,-0.523344445,-0.38670457,-0.393695589,-0.151340821,-0.23934567,0.374623652,1
-0.316895091,0.306743823,-0.22344018,-0.28246098,0.472879441,-0.39245958,-0.177665946,1.494334469,2
-0.227723486,-0.405891001,-0.422925915,-0.19257662,-0.21784028,0.408362562,0.576553964,-0.726463642,3
-0.221938093,-0.141690762,-0.471017295,-0.198764085,-0.310847612,-0.135016107,-0.211537892,-0.048461026,4
-0.475746825,-0.533231959,1.879735869,-0.972055617,0.207930953,-0.164050438,-0.869162443,-3.677838688,5
0.859432213,0.077428746,0.816683683,-1.117534907,1.439367733,1.69239031,0.317123309,-0.501596322,6
-0.160200047,-0.065734932,1.137907812,0.115382023,-0.59017725,-0.493224457,-1.192484218,0.181731155,7
-0.057580938,-0.283378453,0.894980398,-0.180718089,-0.62291912,-0.22041262,-0.748419994,-0.807736157,8
-0.353954667,-0.249240059,-0.665406969,0.696040118,-0.160605688,-1.727494342,-0.41391208,-0.507504584,9
-0.338423849,-0.596689808,-0.900139361,-0.683783871,-0.566895158,-0.429811026,-0.507583882,1.311868335,1
-0.264529198,-0.610665601,-0.124072783,-0.960594785,1.394023834,0.015258469,0.460811584,2.289924682,2
-0.373381615,-0.252681352,-0.186255866,0.59313641,-0.069645506,1.378791229,1.019494223,-0.845840461,3
-0.240296355,-0.299879082,-0.217714613,0.167460927,-0.197838783,0.542234236,0.064467796,-0.489866861,4
-0.320146801,-0.067676969,-0.065974047,-0.373797667,-0.732310016,-0.022588857,-0.024172913,-1.665383009,5
-0.309926099,0.015421753,-0.514993157,0.063528391,-0.336949052,0.683484627,1.825685289,-2.053998996,6
-0.136599736,0.262206975,0.355979118,0.070172824,-0.462993335,-0.211562124,-0.814538989,0.176362447,7
0.024537962,-0.316664943,-0.363420301,-0.330022243,-0.409164605,-0.203890873,-0.325139116,-0.159967783,8
0.222773846,0.205855524,-0.659934458,-0.293935809,-0.321655693,-0.179943129,-0.328037975,0.028772586,9
-0.269179964,-0.402360955,-0.639734984,-0.461308048,-0.40644218,-0.192331166,-0.318223107,0.426714446,1
-0.228890261,-0.404303951,-0.452993872,-0.746853094,0.594168071,-0.285663558,-0.054576704,1.80508091,2
-0.325650623,-0.215621862,-0.481803976,-0.208665171,-0.217179333,0.254297779,0.262596861,-0.323765387,3
-0.196837584,-0.264508334,-0.428174917,0.077202411,-0.243530396,0.366151788,-0.242531977,-0.037647224,4
-0.855456986,-0.197660414,6.94601494,-0.293230012,-1.999740914,0.556008132,2.509466668,-7.68744971,5
-0.307875349,-0.184158808,-0.145137835,-0.456428972,-0.416251849,-0.281067027,-0.144792668,0.590968681,6
-0.166208554,-0.082888764,-0.706415592,-0.067756769,-0.449703113,-0.219623809,-0.383137547,-0.047652495,7
-0.225286799,-0.14031992,2.646872792,0.190329167,-0.694435821,-0.435684679,-1.05969166,-0.524789638,8
-0.12081088,-0.144006638,-0.647996367,-0.13418412,-0.326600918,-0.194361494,-0.428233018,0.036602119,9
-0.29191692,-0.229435037,0.266952084,-0.228017213,-0.460737925,0.076379012,0.271052998,0.306771117,1
-0.467137503,-0.591992969,2.194935983,-1.514935694,3.583588112,0.46156184,1.286701091,2.482721088,2
-0.382322113,-0.372756998,-0.160284407,0.514030429,-0.085044394,1.480218118,1.281102632,-1.075542978,3
-0.233230624,0.337329725,-0.292611175,2.136110973,-0.015087212,2.432391168,-0.990342682,-0.240922452,4
-0.417537723,-0.068452172,3.371522195,-0.12361847,-1.013452792,-0.291265128,-0.794348937,-2.33167662,5
-0.128537553,-0.160786465,-0.691884487,-0.163589341,-0.296060832,-0.256538354,-0.213500794,0.420041273,6
-0.091793892,1.074614227,0.834198164,0.07693715,-0.583470123,-0.830547171,-1.977627993,0.933698739,7
0.026071794,-0.300836103,-0.377929869,-0.306768767,-0.35312484,-0.170147426,-0.281363531,-0.097388799,8
6.076221638,0.244975598,-1.120371864,-0.29569153,-0.454841226,-0.417850297,-0.729663467,0.19277327,9
-0.272638409,-0.574130954,-0.813014535,-0.696373934,-0.490334101,-0.323595357,-0.205341537,0.63908513,1
-0.23039328,-0.594790843,-0.270003198,-1.203625393,2.175022563,-0.071870633,-0.12696767,0.862834612,2
-0.302130003,-0.382512445,-0.778713958,1.114263458,0.025567837,2.306077226,0.424664673,-1.202902245,3
-0.421008411,-0.163861704,0.722323296,0.448509641,-0.251809514,1.324982707,1.665944628,-1.84867674,4
-0.242176333,-0.323452975,-0.191580693,-0.37637469,-0.429627615,-0.088062525,-0.195896408,-0.851094248,5
-0.201555727,-0.34480528,-0.515832331,-0.360723301,-0.326523258,-0.192447898,-0.367012731,0.056618437,6
0.571095654,0.893327426,-0.205622637,-0.15176366,-0.506828468,-0.478991367,-1.243248544,0.705387985,7
-0.019074013,-0.253665906,-0.361306162,-0.197201194,-0.516040628,-0.310362837,-0.382938507,-0.391422102,8
0.96160615,1.351840507,-2.533441957,-0.379804168,-0.223882036,-1.259770551,-3.067351451,3.888252812,9
-0.339941337,-0.60638367,-1.260105307,-0.560109068,0.144515112,-0.680954784,0.169710616,1.899213093,1
-0.302901364,0.430591835,-1.092096553,5.358984743,2.436788187,-5.821165169,1.925469904,0.219822417,2
-0.249202956,-0.374083914,0.157574838,0.025207894,-0.242849808,0.636170161,1.039281761,-0.886811311,3
-0.322663234,-0.239922761,1.278520342,-0.009371407,-0.660148362,0.111925277,-0.420631828,-1.006587756,4
-0.296570446,-0.245873527,-0.136594366,-0.300004721,-0.626422174,-0.092690592,-0.149468546,-1.285815209,5
-0.119512613,-0.144953791,-0.744255438,-0.160777222,-0.454257223,-0.247061051,-0.348647894,-0.015222346,6
-0.199271055,-0.24558774,-0.121705456,-0.197760272,-0.474910612,-0.306214909,-0.709926197,0.092923459,7
-0.172202245,-0.23103068,-0.397036248,-0.278023274,-0.424628373,-0.198962827,-0.271994061,-0.245224747,8
-0.221393824,-0.1941359,-0.621206684,-0.234327361,-0.439879897,-0.171808262,-0.506547768,-0.127153348,9
-0.282925579,-0.378334818,-0.612604733,-0.464526495,-0.353479701,-0.242718948,-0.320044943,0.584003586,1
-0.409688639,-0.825195367,-0.181379423,-1.574075267,1.796236455,-0.435891147,0.52332111,5.228891129,2
-0.337989052,-0.238501452,0.739077241,0.479709228,0.241595951,1.069396009,0.704182252,0.604098535,3
-0.141600035,-0.144388908,-0.55388773,-0.009280612,-0.343503434,0.045009162,-0.125817936,-0.265346751,4
-0.309403858,-0.148791658,-0.245248178,-0.306266146,-0.87537617,-0.132700011,-0.157305467,-2.017295499,5
0.786221203,0.051759948,-1.034538073,0.223527173,-0.493515954,-0.027851736,-0.296673237,0.440985871,6
-0.187823526,-0.270233301,-0.232319376,-0.293050339,-0.365170045,-0.147397134,-0.388932124,-0.12928261,7
0.208056458,0.106444811,0.521704247,-0.263919278,-0.696129797,-0.376606797,-0.571744246,-0.887654669,8
1.03170985,-0.059754011,-0.873941194,-0.108631868,-0.488015899,-0.183511943,-0.542659021,-0.079020894,9
-0.255240712,-0.236291703,-0.591617119,-0.397964561,-0.317813041,-0.21591427,-0.193400661,0.597446056,1
-0.295980997,-0.614132448,-0.07337486,-0.981547878,1.184516258,-0.13957864,0.505400717,2.764630939,2
-0.299364874,-0.049829672,-0.377946266,-0.033074651,-0.321265575,0.453488059,1.056985548,-0.915393036,3
-0.208173709,0.587107958,-0.153138274,0.26602368,-0.363512781,0.518172176,0.367217788,-0.956230161,4
-0.388099391,-0.29304876,0.176904574,-0.391850612,-0.559507218,0.019337649,0.393558931,-1.3464855,5
-0.156691939,0.036241917,-0.745453157,-0.110542808,-0.148225104,-0.379486363,-0.205249926,0.574181176,6
-0.272538926,0.437054065,-0.683557788,4.62556681,1.122097059,-0.008503385,-0.625045986,0.007480926,7
0.077024313,-0.153880359,-0.556360442,-0.140014412,-0.392008715,-0.251084577,-0.425026775,-0.106955448,8
0.884661154,-0.080378969,-0.834526117,-0.08569683,-0.468401741,-0.222773653,-0.511929352,0.020372489,9
-0.239892121,-0.431976979,-0.579642876,-0.482903066,-0.377520429,-0.159490056,-0.333822568,0.534124408,1
-0.284949829,-0.499533925,0.035396658,-0.767619492,0.831537842,-0.168844881,0.548281192,2.476254537,2
-0.273377157,-0.098865152,-0.48712532,0.164150864,0.049262682,0.511362508,-0.003316833,0.193101543,3
-0.240364435,-0.015310806,-0.449021234,0.111142276,-0.12163053,0.242417967,0.349335612,-0.596557396,4
-0.286163565,-0.156435396,-0.480405244,-0.387780231,-0.473350631,-0.165010718,-0.156020162,-0.690499989,5
-0.241735433,-0.360077072,-0.983566847,-0.426021548,-0.375401466,-0.457555275,-0.200836496,0.852336041,6
-0.151375987,0.119489128,-0.473201852,-0.011368733,-0.254594888,-0.422515808,-0.65273921,0.300290271,7
-0.023889164,-0.13368627,-0.012228479,-0.230808429,-0.516550864,-0.170256607,-0.288622621,-0.546728811,8
-0.146385471,-0.187426148,-0.719212514,-0.189632157,-0.428649424,-0.228029729,-0.612881118,-0.01520632,9
-0.200379139,-0.390597258,-0.610979392,-0.46021062,-0.244811,-0.187928384,-0.309028135,0.331644607,1
3.604829223,-0.988313891,0.01002867,-2.01231179,4.408605007,-0.0596458,-0.218383124,1.897492054,2
-0.295074761,-0.444065565,-0.383477571,-0.202625117,-0.203911628,0.531242793,0.811348184,-0.29221437,3
-0.167066571,0.072692737,-0.868859428,2.081180959,0.186801846,2.386163442,-0.872878645,0.12611153,4
-0.200749818,-0.292290399,-0.319011412,-0.269689155,-0.379480736,-0.116622146,-0.24152681,-0.355115012,5
0.785573029,1.144146477,0.137729332,1.487860109,-0.100057359,1.706900599,-0.685817524,-0.93248178,6
-0.17342579,-0.113496456,-0.74227569,-0.114960759,-0.488636305,-0.263134687,-0.402470696,-0.031407466,7
-0.169492768,-0.211971204,-0.429775213,-0.297451653,-0.329034128,-0.208099071,-0.247207817,-0.005185819,8
-0.273765988,1.379408176,-2.347472264,10.56349348,3.756772689,-11.34526795,2.134369727,-0.614693892,9
-0.350225821,-0.410998215,0.429975872,-0.487025389,0.194131791,0.629448777,3.246124396,5.540319073,1
-0.257257253,-0.228029213,-0.071371357,-0.54869601,0.669050762,-0.057373738,0.288928705,1.823052549,2
-0.350483646,-0.238694474,-0.20141064,1.937269855,0.084785424,3.257847398,1.166325255,-1.64547775,3
-0.280012858,0.036084657,-0.057219095,0.180480968,-0.186240575,0.587210618,0.800396976,-0.950995016,4
-0.393909664,-0.199804412,0.1061504,-0.281156299,-0.881305436,-0.071511529,0.023250979,-2.35997004,5
-0.14906144,-0.180815339,-0.790116366,-0.188637835,-0.431375665,-0.290374034,-0.508350711,0.055989376,6
-0.160003728,-0.236921769,-0.972805413,-0.23077632,-0.542252023,-0.392459964,-0.566063664,0.319064332,7
-0.150225397,-0.082107749,-0.545722216,-0.015182105,-0.559848111,-0.384089256,-0.506532368,-0.411034822,8
2.889332571,-0.19430492,-1.626331613,-0.601352119,-1.167021091,-0.72845993,-1.627670705,0.815313146,9
-0.175399048,-0.252974684,-0.809181616,-0.248777212,-0.579656918,-0.331332639,-0.536879109,0.46407876,1
-0.199216825,-0.363276746,-0.446754414,-0.509485648,0.031894379,-0.156431161,-0.114624779,0.393071973,2
-0.186329592,-0.310352322,-0.41961746,-0.256000467,-0.286332883,0.04726048,0.00355627,-0.090365958,3
-0.162954282,0.072021887,-0.545686341,0.908347615,-0.106597188,-0.214363825,-0.118075367,-0.223198006,4
-0.228904204,-0.095262017,-0.372580081,-0.216642622,-0.231645007,-0.239570156,-0.233275941,-0.20097511,5
-0.206600041,0.604536553,-0.806558312,0.559696263,-0.058163136,-1.293038329,-1.310396202,0.662277977,6
-0.174582895,0.230863099,-0.429365051,0.185041091,-0.465460755,-0.513121291,-0.880704232,0.297221397,7
-0.035232597,-0.26218124,-0.165336204,-0.282787308,-0.533036229,-0.225972772,-0.30643297,-0.902071469,8
5.020295839,0.828628398,-0.514809007,-0.19312127,-0.485026422,-0.046746186,-0.839944877,0.226647267,9
-0.247572782,-0.457084152,-0.633101548,-0.542218833,-0.315947644,-0.202232681,-0.329695743,0.558561563,1
-0.247359586,-0.515998464,-0.625891341,-0.673963589,0.128324123,-0.260655645,-0.23550633,0.82098011,2
-0.246682355,-0.395165479,-0.466948724,0.355016946,-0.142935959,1.084390572,0.424588788,-0.45600891,3
-0.293845399,-0.090778548,0.556380534,0.298104007,-0.598118668,0.670472764,0.540442718,-0.991298764,4
-0.282567944,-0.179943732,-0.340681641,-0.308116506,-0.632250677,-0.07163843,-0.042581654,-1.308797082,5
-0.124233046,-0.175087185,-0.784773134,-0.184732942,-0.348247442,-0.306728747,-0.262780955,0.490930489,6
-0.227803345,-0.034539795,1.343460673,0.08867292,-1.073488893,-0.939690972,-2.264636551,0.684349621,7
0.010895242,-0.328154424,-0.3797535,-0.34540427,-0.45200898,-0.202181953,-0.363933382,-0.190950412,8
-0.138234613,-0.186167215,-0.768438922,-0.187489637,-0.344904387,-0.184118428,-0.621878768,0.158224032,9
-0.234858215,-0.191430959,-0.560492333,-0.346960977,-0.291271787,-0.216457735,-0.209060363,0.475917757,1
-0.18184001,-0.35674554,-0.531183674,-0.383433337,-0.400526562,-0.178690924,-0.315829131,-0.063106966,2
-0.37344973,-0.255145565,0.260930796,1.063196263,-0.12983583,2.03579905,1.192594241,-1.749177679,3
-0.209115688,-0.142753189,-0.651371191,0.590273201,-0.107298556,-0.428805687,-0.136728919,-0.155696926,4
-0.333723938,-0.268963532,-0.125287946,-0.352718387,-0.747246093,-0.053415037,0.007099645,-1.74270625,5
-0.242749776,8.094535743,0.043467296,7.62633843,3.333197754,-9.288410171,-0.966154409,1.364761554,6
-0.208662132,-0.203333621,-0.603111476,-0.165374417,-0.609704795,-0.429772978,-0.618879515,0.465109784,7
0.005119828,-0.337447074,-0.315911787,-0.288399022,-0.455781711,-0.228046151,-0.36926053,-0.285984192,8
-0.183803346,0.10289586,-0.67402687,-0.028958582,-0.377078803,-0.299369975,-0.446812474,-0.035694107,9
-0.253358991,-0.368900402,-0.55728567,-0.45891398,-0.334824726,-0.190268633,-0.228613905,0.47976104,1
3.267855303,-0.889762616,0.160419024,-1.807824678,4.065577375,0.020326523,-0.136512267,1.447470994,2
-0.180399495,-0.275416518,-0.532060871,-0.183196124,-0.164936973,0.016478222,-0.061643917,-0.185171502,3
-0.163985889,-0.178634935,-0.52565498,-0.068517929,-0.259467356,0.073786078,0.04108587,-0.44341475,4
-0.38725201,-0.230541217,0.231835056,-0.359647676,-0.923403293,-0.117494519,-0.369351404,-2.124328243,5
-0.164620526,0.2353428,-0.66412101,0.081890296,-0.326966123,-0.416628737,-0.551664138,0.199100426,6
-0.165296308,-0.061552455,-0.233514605,-0.110925431,-0.565821049,-0.254553117,-0.626220445,-0.056593538,7
0.005305137,-0.31308659,-0.319063728,-0.267180546,-0.394573121,-0.185512685,-0.319502177,-0.219622204,8
0.529049634,-0.234299513,-0.615872222,-0.249050903,-0.356243339,-0.13959969,-0.364715466,0.002682079,9
-0.718796527,-0.528441861,5.476364997,-0.115656084,-0.428714854,2.337875898,10.15079201,5.732448543,1
-0.411371594,-0.428729878,1.128891907,-0.996831996,1.685718657,-0.145549775,1.162922268,4.385326681,2
-0.377872925,-0.382702708,0.476557455,0.41607085,-0.286908027,1.379062594,1.503200667,-0.825636492,3
-0.5074312,0.317183178,1.385380489,4.477746787,1.013461761,5.922528505,-0.942111259,0.595766158,4
-0.360377285,-0.179293126,0.011623337,-0.212027965,-0.811984008,-0.109880246,-0.138622437,-1.87953048,5
-0.146615059,-0.208631756,-0.843094222,-0.190166744,-0.308540962,-0.356386466,-0.396901422,0.507013757,6
-0.119324239,0.003839402,-0.172697691,-0.084915014,-0.403117924,-0.255375399,-0.698332786,0.176574316,7
0.084651448,-0.155495282,-0.441752018,-0.154842845,-0.528624008,-0.335516495,-0.518534504,-0.216657925,8
4.540862887,0.166508441,0.299108818,0.102667035,-0.524731821,-0.214587977,-0.608050385,-0.433897008,9
-0.249034212,-0.338541613,-0.523344445,-0.38670457,-0.393695589,-0.151340821,-0.23934567,0.374623652,1
-0.372195569,-0.258618977,-0.312803004,-0.812150557,1.105724669,-0.171530004,0.779170125,3.701111095,2
-0.259987443,-0.350143594,-0.413232491,0.347235486,-0.179795469,0.940791059,0.335444106,-0.540150878,3
-0.1709634,0.397425529,-0.51463544,0.155712892,-0.215890661,0.388470419,0.082889242,-0.606566573,4
-0.351175681,-0.38228535,-0.037314677,-0.565672242,-0.794483253,-0.030381127,-0.033133419,-2.044251043,5
-0.207800915,-0.369562003,-1.38074649,-0.459045614,-0.591958614,-0.648354656,-0.242607705,1.260498131,6
-0.238704077,-0.250500261,0.227089993,-0.173040298,-0.372431679,-0.286488119,-0.538619742,-0.443117271,7
-0.005002403,-0.337132647,-0.284779154,-0.301967451,-0.486585922,-0.213471805,-0.396567028,-0.337363066,8
-0.185604155,-0.311014228,-0.557732934,-0.311874036,-0.32645184,-0.153664375,-0.286216156,0.028642488,9
-0.239892121,-0.431976979,-0.579642876,-0.482903066,-0.377520429,-0.159490056,-0.333822568,0.534124408,1
-0.282728035,-0.476268502,-0.179347885,-0.81473268,1.003386288,-0.023053899,0.447442137,2.759103932,2
-1.061110783,6.78569833,-7.531832349,60.66841123,16.15903829,64.02833337,-15.91909289,5.40891663,3
-0.163511047,-0.164961559,-0.724359039,0.002410456,-0.044938476,0.184599968,-0.326613575,-0.146608009,4
-0.327879949,-0.129307332,-0.269521947,-0.325853511,-0.91782182,-0.148641946,-0.179274391,-2.356391466,5
-0.128537553,-0.160786465,-0.691884487,-0.163589341,-0.296060832,-0.256538354,-0.213500794,0.420041273,6
-0.173618778,-0.169034475,-0.203321207,-0.115747115,-0.49601701,-0.35413219,-0.751162593,0.103149889,7
-0.000598294,-0.348297237,-0.365026006,-0.344895399,-0.418398799,-0.198694496,-0.386379342,-0.302726863,8
0.36273607,0.535721339,-0.930407132,-0.170118471,-0.24928113,-0.446448983,-0.51834849,0.31452547,9
-0.267574622,-0.311313721,-0.412659125,-0.29121357,-0.463816274,-0.176345856,-0.263590611,0.003162859,1
-0.296321018,-0.373337893,0.620636833,-0.574505152,0.812577195,0.041944474,0.538361752,2.071615694,2
-0.22030333,3.251672333,-0.416666172,-0.865916716,-0.094006972,0.26344501,0.735512252,-0.104627709,3
-0.196274042,-0.248516569,-0.266884655,0.152636988,-0.252221297,0.342683296,-0.240852099,-0.142648005,4
-0.272808536,-0.108995326,-0.418154061,-0.246053759,-0.659176216,-0.171310141,-0.145867999,-1.552566836,5
-0.190084671,-0.326042434,-0.634522919,-0.350605313,-0.323890601,-0.177442312,-0.295087189,0.088671007,6
-0.182826503,-0.264343792,-0.295143671,-0.28356776,-0.341730101,-0.148503699,-0.405136909,0.045394342,7
-0.126148449,-0.154133018,-0.60371029,-0.118438471,-0.402097405,-0.369272783,-0.364191801,-0.204737798,8
-0.184085757,-0.270955385,-0.705879289,-0.299112821,-0.322548361,-0.124855673,-0.549692315,0.153930666,9
-0.287475031,-0.189192433,-0.577313837,-0.366311264,-0.366759003,-0.233699641,-0.16877025,0.596575948,1
-0.240632803,-0.567374208,0.086281467,-1.126574014,1.988186763,0.102338691,1.046194339,2.817925441,2
-0.338263992,-0.44435853,0.559245735,1.031901758,-0.112135098,1.455594623,3.936511235,-2.566575835,3
-1.3330436,-0.226369728,15.13205727,9.598237995,-1.624842874,13.83783601,9.433971253,-2.360738502,4
-0.136943747,-0.136506201,-0.587309596,-0.151183536,-0.410664992,-0.180114351,-0.373147046,-0.140408499,5
0.794210701,-0.201766853,-0.910531725,-0.203399903,-0.418254381,-0.320852212,-0.282018502,0.547888398,6
-0.20988313,-0.152310277,-0.067276398,-0.142168654,-0.410150681,-0.207083035,-0.45193606,-0.156441325,7
0.204605267,-0.310150694,-0.381730054,-0.259546657,-0.604424687,-0.350633691,-0.392307054,-0.454931684,8
-0.236173009,-0.382905149,-0.942185375,-0.586071282,-0.142484098,-0.415366481,-0.079098571,2.020404501,9
-0.370267488,-0.452586617,1.390919029,-0.092650036,-0.118415827,0.002722033,-0.176507633,1.265659725,1
-0.240725709,-0.487253171,-0.370317971,-0.694293964,0.503022979,-0.113837522,0.283097833,1.679318563,2
-0.209433097,-0.345309097,-0.36275913,-0.217406674,-0.281503994,0.183424478,0.319929994,-0.430876833,3
-0.240263518,-0.357032453,-0.298345761,-0.2447439,-0.23232724,0.160000598,0.126008964,-0.595383433,4
-0.261256428,-0.370993521,-0.401920066,-0.471780491,-0.528991892,-0.074535615,-0.185814015,-0.881230084,5
-0.122035275,-0.113609353,-0.738085195,-0.091059313,-0.354985881,-0.262012207,-0.449089028,0.119179294,6
-0.128324362,-0.092016952,-0.428746242,-0.078180626,-0.383706312,-0.242210744,-0.571690843,0.05038793,7
0.003899222,-0.073307135,-0.560864544,-0.207005229,-0.382273699,-0.313130897,-0.357914761,-0.052585058,8
-0.182582739,-0.161244079,-0.429074113,-0.110352375,-0.450586815,-0.214285228,-0.458158243,-0.269093241,9
-0.320439823,-0.423763144,2.498588219,-0.114203802,-0.261105775,0.206760806,1.397224772,-0.361213875,1
-1.184817823,-1.494481628,12.87229711,-2.437235542,7.626640339,8.413392336,45.52494156,62.90057985,2
-0.213705685,-0.374155948,-0.513240525,-0.295939808,-0.223424303,0.211950321,0.232654166,-0.553308565,3
0.856037184,-0.129420514,-0.887121043,0.018308034,-0.457535633,0.002101208,-0.388840004,-0.124937221,4
-0.541137719,-0.281817096,0.335706292,-0.176002232,-1.136239026,0.661657507,0.286584373,-3.703973918,5
0.228187874,0.6619404,0.013913131,0.194733441,-0.493806932,0.099837849,1.425941148,-1.356099663,6
0.46784935,-0.007032503,0.238064119,-0.180097033,-0.508736763,-0.368072033,-1.178651984,0.572970933,7
0.458621395,0.355804443,-0.44766485,-0.127048504,-0.583424515,-0.382260163,-0.502588149,-0.359507872,8
-0.315064238,-0.204671081,0.462840768,0.386225674,-0.345565833,0.277702758,-0.544839652,0.381150112,9
0.01211414,0.074949791,0.41245673,-0.421974917,-0.480143651,-0.176054825,0.773162875,1.351481627,1
-0.258832714,-0.566520753,-0.166708939,-0.828176691,0.95678695,-0.024528192,0.551621397,2.765454626,2
-0.201991804,-0.280987367,-0.388407125,0.091105618,-0.256402733,0.464795447,-0.290448164,-0.085811466,3
-0.209837033,-0.263423105,-0.463095346,-0.180141112,-0.23711133,0.133048833,0.113272323,-0.447708116,4
-0.194078754,-0.314290044,-0.393498589,-0.317726744,-0.3428894,0.004598988,-0.085905087,-0.453450276,5
-0.18535263,-0.321372483,-0.558329898,-0.351771343,-0.267095947,-0.158976389,-0.085947446,0.497039186,6
-0.1933119,0.166554889,0.267985977,-0.019435541,-0.448542617,-0.351192358,-0.790929354,-0.079379014,7
0.203143406,0.16056971,-0.584093901,-0.316941981,-0.426908743,-0.309397818,-0.324720026,-0.226224032,8
-0.275695326,-0.274146816,-0.219675754,-0.910022244,4.034258652,-0.68260967,-0.726317563,-1.089503584,9
-0.255545655,-0.547343542,-0.705970493,-0.626820739,-0.325148466,-0.263891513,-0.507346918,0.86700082,1
-0.298771869,-0.083769527,0.160667767,1.53213882,1.311111807,-1.540018041,2.158196996,2.696223832,2
