LDA1,LDA2,LDA3,LDA4,LDA5,LDA6,LDA7,LDA8,class
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
2.314153166,-14.59083818,3.911169862,-2.267676154,0.096149054,1.014016278,0.511113882,1.269665764,2
2.532557774,-1.266919668,-2.064396995,0.75331394,-0.66818447,-1.621447224,3.032525302,-3.423205018,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.162673347,1.077793751,-6.566499963,3.216037539,9.714342659,3.646269751,-0.38330995,-1.067276406,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.983777802,1.007541058,-1.537848228,0.487655286,-0.34311608,-4.112704825,-2.777063628,0.733659512,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-27.37379653,-0.006735458,0.14897405,-0.59859333,-0.089074251,0.276773042,0.362846666,0.249275606,1
4.633252342,-15.08857572,4.793187891,-2.589802226,0.865664489,1.480781907,-1.25488908,-1.169730818,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.038923119,0.537511687,-4.023968316,2.088070892,6.247843668,3.060626547,-1.079966396,0.124328943,5
4.144894918,4.960818173,3.473980837,-6.48579809,1.624583143,-0.3177829,0.167471164,0.780804922,6
3.164308481,4.265527522,8.772682375,9.014688497,-0.649645771,0.868746669,0.46652778,0.282130582,7
2.96399491,1.284114796,-2.100724638,1.470486469,-0.458524607,-5.732898341,-4.466622865,1.505421071,8
4.088510697,2.694466668,-2.567227735,-1.426717458,-6.710592816,5.900159943,-2.858791448,-0.573935614,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.903219501,-17.66088157,5.591929138,-2.092620881,1.524033651,0.49868424,0.472288105,1.465843259,2
3.207241087,0.075828681,-3.044266948,0.667167944,-1.665482145,-3.261865354,5.520328832,-6.055363339,3
3.49451141,1.615974297,-4.519818089,-0.039545789,-2.648702369,-2.020909009,7.347966356,5.855356073,4
3.047277346,0.215971458,-6.740627456,2.835888529,9.273095476,4.139397138,-0.808734066,-0.377894416,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.187798044,4.681103325,10.68272122,9.202498191,-0.108664219,2.070418777,0.412724336,0.247630683,7
2.65867184,0.208458213,-2.429684738,1.840050698,-0.419511593,-8.304798625,-6.208994524,0.918792916,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-28.44811676,0.148198304,0.146360844,-0.592106428,-0.077931419,0.275119547,0.108313102,-0.168602182,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
3.458130373,0.116078348,-2.169589999,-0.069633039,-1.129540606,-2.957253833,3.930921999,-5.80384001,3
3.500898575,2.395015742,-3.911502838,-0.664587314,-4.810591741,1.450704778,2.879966789,4.551996391,4
3.244199837,0.610598186,-6.483457426,2.955401343,9.787169301,4.510687782,-1.096073536,-0.040931048,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.813593179,0.625809985,-2.607592535,1.172958217,-1.401737875,-9.806207432,-7.512900886,1.044618509,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-30.39420989,0.1850595,0.132026108,-0.237761751,-0.435256654,0.656018321,0.603555785,1.134963491,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.724898849,-0.888763046,-2.840178046,0.998432336,-1.580095785,-4.439283428,6.327821333,-10.02528862,3
3.662635136,1.293978039,-5.744705605,-0.268959078,-3.298940164,-2.592992611,9.231522004,5.654614607,4
3.244199837,0.610598186,-6.483457426,2.955401343,9.787169301,4.510687782,-1.096073536,-0.040931048,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.272494908,4.704185149,10.49269327,11.0453958,-0.980967921,2.567644689,0.809482679,0.165320168,7
2.459578482,0.006466617,-3.192231028,2.632289869,-0.394726346,-10.73378611,-7.983392875,0.343649831,8
3.976469267,1.326162055,-2.881331177,-1.305960018,-5.065813915,4.515115086,-2.604537866,-0.60755991,9
-26.92611955,-0.088386851,-0.270835208,-1.127678938,0.06042168,0.163005724,0.143492803,0.284240511,1
3.684674648,-15.24258971,4.06631767,-2.247257096,0.206575493,1.092867416,1.000031415,1.13520389,2
3.011435847,-0.850018809,-2.747290735,0.618913545,-1.37972282,-2.578585355,4.709462948,-6.480561236,3
3.263341859,1.139771804,-3.201713693,-0.029105678,-1.828139074,-1.794764846,5.481601753,5.493124022,4
3.244199837,0.610598186,-6.483457426,2.955401343,9.787169301,4.510687782,-1.096073536,-0.040931048,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.12046422,1.979148918,-2.807001937,-1.587692994,-5.913897775,4.874942739,-2.837823462,-0.272401597,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
3.677952096,-15.63098149,3.395017003,-2.657871781,0.896528934,0.144448112,-0.191204214,-0.012382459,2
2.679724648,-0.667145937,-3.648341404,1.096609581,-2.302671735,-5.321741284,8.346927864,-11.56167731,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.33407167,0.764892505,-7.752955341,2.462620742,10.58635341,5.869945725,-1.053474704,0.468970986,5
4.551213788,7.063849106,5.221464314,-9.975913813,2.887665566,-0.139055258,-0.225475463,0.26445828,6
3.019451189,4.157849128,9.812021879,9.587377149,0.426832459,0.46516381,0.268739759,-0.408846491,7
2.195366589,-0.579696671,-2.31323248,2.148177999,0.001340747,-7.526103095,-5.255499245,-0.608004748,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.963267599,1.377673433,-5.013180988,-0.181684161,-3.618905109,-2.011449938,11.04803109,8.238606453,4
3.128544647,0.552220581,-6.210535469,2.972696656,8.955658649,4.667339677,-0.648169435,-0.295895548,5
4.958878986,6.081269839,4.818563914,-9.2190522,2.702197163,-0.539371386,-0.155448159,-0.577525223,6
3.510602004,4.013232563,8.397309657,10.01491137,-1.102935405,1.624130284,0.205190144,-0.122979555,7
2.618735906,0.743612201,-3.260604266,0.987278369,-0.552899445,-11.08955357,-8.988692003,2.301167405,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.352737534,-16.96894244,4.150569003,-1.708313838,0.499856861,0.628608772,1.102019605,1.405489296,2
2.720346816,-1.439030069,-1.904247907,1.389659989,-0.538651092,-2.990393367,2.491899554,-8.719643347,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.34278978,0.441619059,-8.027279932,3.77016862,12.1154929,5.831555604,-1.105575467,0.037547055,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.52713833,4.573811162,9.198944276,7.973792424,-0.332196685,1.16975659,0.278272324,-0.618707341,7
2.774828913,0.485889826,-3.110002656,2.120132138,-0.297914218,-10.18199665,-7.835043714,1.255639147,8
4.898563583,2.031108094,-5.918075003,-2.194792792,-12.74202474,11.0184286,-6.393015632,-1.882787375,9
-28.85790035,0.01572008,-0.12607309,-0.459067541,-0.06854022,0.324631922,0.100410218,0.593720483,1
5.182752146,-17.75330798,4.936119212,-2.315119307,0.926901653,0.663932615,-0.138675975,1.352261329,2
3.014406939,-1.798748162,-2.830927791,0.517414359,-2.007834479,-3.107927457,5.800101787,-7.886737426,3
4.11762524,2.314132199,-3.460030893,-0.222797684,-2.227904479,-1.122250324,5.528263086,5.491773785,4
3.26495835,0.991223086,-8.408212494,4.355085477,14.88527588,6.363551363,-1.507485715,0.854351011,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.061173791,2.952008423,7.570717779,7.184550249,-0.78159649,1.220844001,-0.056774612,-0.833732198,7
2.120173895,-0.429449812,-3.088861968,1.83097293,-0.415466124,-11.21924527,-9.803954534,-0.305000438,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-30.42925933,-0.740027604,0.531747188,-0.549514186,-0.09452974,0.390631125,-0.147878914,0.036805939,1
3.574473213,-11.65223872,3.628191633,-1.736284849,0.372663629,0.90905875,-0.542316143,0.915676071,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.569102062,1.475770895,-3.515620442,-0.468743384,-1.779882195,-0.900597274,4.196175841,3.867038581,4
3.276920333,-0.561800743,-5.205534009,4.026426205,9.536160214,4.661666672,-1.089315412,-1.816198349,5
4.329572965,6.283568879,5.197297291,-10.07024917,2.857796023,-0.035894897,-0.369920628,0.211067176,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.867680851,1.249022371,-2.056857292,1.246268497,-0.509855213,-4.741042099,-3.382455148,0.941934434,8
4.067185798,2.01497826,-3.640811306,-2.624556497,-7.98057133,8.989717536,-2.590471768,-1.07897854,9
-27.58170788,0.057134515,0.212837795,-0.471272434,-0.09131668,0.180455798,0.148510205,0.58199237,1
3.646432959,-13.40246908,3.995789488,-1.669492462,-0.34906569,0.615748985,0.951247901,2.238533739,2
2.411298265,-1.558708345,-1.235477736,1.052247554,-0.899897423,-2.849643119,3.105160812,-6.660334705,3
3.222205214,1.295585722,-4.792245526,0.091239528,-3.590613712,-1.713436344,8.215478634,6.064014595,4
3.244199837,0.610598186,-6.483457426,2.955401343,9.787169301,4.510687782,-1.096073536,-0.040931048,5
4.958878986,6.081269839,4.818563914,-9.2190522,2.702197163,-0.539371386,-0.155448159,-0.577525223,6
3.511397157,3.866294886,8.230441568,6.693840056,-0.328989913,1.61974783,0.024087554,-0.308894103,7
2.707426828,0.452291418,-3.396649424,1.284095045,-0.486839814,-7.569453641,-6.512536601,1.742831837,8
4.020386317,1.61982677,-3.283728324,-1.406744637,-6.049750544,5.657110531,-3.366090866,-0.484276627,9
-23.18230425,-0.162062532,-0.354833521,-0.789035181,-0.003231858,-0.394347922,-0.090979483,-1.283612976,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.152867293,-0.64050117,-3.207085211,0.662260034,-2.569452204,-3.479686707,5.388767438,-7.21560901,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
2.915367558,0.139983855,-4.826082885,1.759075204,6.271430113,2.490619664,-0.558989505,-0.233967968,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.619617232,0.490808429,-1.930295386,1.596746842,-0.357914043,-6.731207335,-4.241308487,0.655665788,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
6.524111089,-14.92883376,3.882052615,-1.557497377,0.249543915,0.313688545,0.170343189,0.114111588,2
3.116285056,0.238988087,-3.244132849,0.75201571,-1.626771013,-4.276683611,5.544382444,-8.951327467,3
3.619283795,0.777330163,-3.83844696,-0.661957616,-2.00232674,-1.801558911,6.794396835,4.212344702,4
3.267741949,0.6841473,-7.391107436,2.504785191,10.24881783,5.011152274,-1.462353392,1.069570235,5
4.942114935,7.574585161,5.486476414,-11.11868831,2.781751693,0.753681514,-0.833780789,0.410600492,6
2.943960244,4.477170686,11.68326488,13.6222111,-0.59097248,1.519607318,0.086136236,-0.10919483,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
2.08842764,-16.43867823,4.720750319,-2.423443201,0.702181542,0.912886606,-0.0571069,1.460133677,2
2.527445621,-0.302541634,-0.999612079,0.899555031,-0.628850165,-1.434289187,1.023740637,-1.440846529,3
3.844374258,2.093242906,-3.754342525,0.30286136,-2.169933026,-1.697746989,4.874520464,5.965184674,4
2.693726735,-0.640296372,-4.850249908,1.664739848,6.24156057,2.593780026,-0.70343467,-0.287359072,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-49.54073522,0.060507544,0.85312457,-1.563545775,-0.189510384,1.055192846,0.063962997,0.829586091,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
3.221532054,-0.446050217,-1.994511264,0.104335817,-1.253074922,-3.520517026,5.260575937,-8.077276242,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
2.992431097,0.636353369,-6.081496407,3.574886865,9.753026361,4.27459262,-1.190629165,0.325450054,5
4.804895241,7.382724697,5.986821632,-11.07951611,3.307068,-0.312603233,-0.007363373,-0.207648897,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.737330349,0.752619185,-2.894749403,2.075244236,-0.561806399,-10.71505878,-8.175386906,1.109684818,8
4.321234167,1.758205634,-3.792667258,-2.258866927,-8.215609032,7.169616337,-4.347275224,-0.925843512,9
-27.49128444,-0.20556671,0.081016888,-0.576852996,-0.31928777,-0.033376984,-0.175735574,-0.917835845,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
3.246506678,-0.455143622,-3.009726656,1.38777061,-1.484188747,-4.00213664,6.627212594,-8.231116166,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
2.92517695,0.004624605,-6.67257226,3.040386609,9.592125642,4.227711296,-1.067948729,-0.26045319,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.973302667,0.623683393,-3.194952847,1.263161698,-0.815313759,-8.532380617,-6.639987042,1.326014446,8
3.944334191,1.033941501,-3.587562286,-1.40930542,-7.323865653,6.570046137,-4.354751568,-0.878332445,9
-28.14000711,-0.326906765,0.558979403,-0.369082636,0.031312404,0.264722144,-0.550772282,-1.144420328,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
3.17083704,-0.390539477,-4.611680037,0.563891663,-4.027875057,-0.591227719,3.267125814,-7.454715181,3
3.911378217,2.222604061,-3.420083892,-0.101867873,-2.246701897,-1.343878166,5.915973156,5.724011982,4
3.244199837,0.610598186,-6.483457426,2.955401343,9.787169301,4.510687782,-1.096073536,-0.040931048,5
4.41425182,6.658891505,5.704183395,-9.617133044,2.989766711,-0.443385075,-0.207349962,-0.083375076,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.701542401,0.052476605,-3.315154022,1.358314177,-0.594849321,-8.779676816,-7.141749829,1.056216877,8
3.976859428,2.076204083,-3.211458545,-1.717558062,-6.87519973,5.835997704,-2.931467523,-0.328276224,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.944372617,-17.28304151,6.023223618,-2.321566812,0.974802686,0.769168373,-1.152939743,0.685247353,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.148344209,0.730327381,-6.215537593,2.594708633,9.354478193,4.46045844,-1.898927868,1.042099848,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.67550212,2.789603412,6.386698652,7.140725461,-1.139653493,1.912146714,-0.213830582,-0.198906594,7
3.195551449,1.74907261,-3.457272831,2.060029024,-1.08874319,-12.09122263,-9.89214476,2.336339312,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-28.44811676,0.148198304,0.146360844,-0.592106428,-0.077931419,0.275119547,0.108313102,-0.168602182,1
3.117474855,-11.17450564,3.207872754,-1.078009413,0.22518147,0.368187992,0.23780157,-0.511085509,2
2.514689097,-0.256164919,-2.344323727,0.728467362,-1.231656033,-3.381397718,4.519787531,-7.909872052,3
3.936303304,2.09176656,-3.687405823,-0.34199686,-2.855770518,-1.207326516,6.108419388,6.381810849,4
3.254866342,0.729721646,-6.244616447,3.145294232,9.58145174,4.451780577,-0.755671842,-0.572005386,5
4.581046548,7.234460778,6.573116,-11.97611519,3.111902184,-0.938545067,-0.285535783,0.050984377,6
3.334553856,4.596559585,8.208604946,9.239131075,0.145944179,2.997663755,0.183095372,0.690138431,7
2.984720986,1.57430604,-3.352270544,1.013717056,-0.971348239,-8.600180738,-6.075965091,2.248502487,8
3.773875547,0.770787899,-3.154296915,-1.410850842,-6.662483602,5.220816408,-3.491994949,-1.619791777,9
-27.58170788,0.057134515,0.212837795,-0.471272434,-0.09131668,0.180455798,0.148510205,0.58199237,1
2.133884036,-19.68283122,5.571621787,-2.600923944,0.729983514,0.986365565,-0.304414471,1.300335568,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.189481055,0.732148699,-7.187139265,3.455024789,10.47457428,4.336320098,-0.979865442,0.746938629,5
4.551213788,7.063849106,5.221464314,-9.975913813,2.887665566,-0.139055258,-0.225475463,0.26445828,6
3.822036272,6.601126656,13.83500004,12.44075984,-0.984745716,2.775289579,0.099209715,0.408368379,7
2.680017714,1.217730241,-2.817598472,1.617646556,-0.878207722,-8.807755371,-6.560713144,1.104247701,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.0478733,-0.235283972,0.039323751,-1.377366349,0.011608384,1.777596392,-0.12438233,-0.286999615,1
5.782835059,-15.06299938,5.407193806,-1.584687253,1.213978474,1.142729602,-0.123531232,0.680670721,2
5.753051942,-0.301140054,-2.656255391,1.009587331,-0.649598835,-3.866566008,5.019744248,-7.264512921,3
3.298047033,0.94944347,-4.038218588,-0.513578047,-2.107728073,-1.536803518,5.586849297,5.94601709,4
3.429827817,0.840880919,-6.071061194,2.936290919,9.382534303,5.10123069,-1.144172442,0.150101822,5
4.202761523,6.287026172,6.479832215,-10.37719259,3.719887638,-1.63705677,0.507565168,-0.939443844,6
2.658428859,2.099421777,6.237419707,8.227158915,-0.360655902,0.301460228,0.109180387,-0.945981641,7
2.508962507,0.007239445,-2.232777107,1.561601734,-0.353503417,-7.49155488,-5.619057961,0.215649689,8
4.032825982,1.404800577,-4.009418043,-1.608594568,-7.970094774,6.666002457,-4.01261517,-1.064701934,9
-31.50357957,-0.585093843,0.529133982,-0.543027283,-0.083386908,0.38897763,-0.402412478,-0.381071849,1
5.099617733,-16.26856171,4.478077474,-2.49468764,0.769454172,0.315544571,0.081886193,1.229732401,2
2.880177722,1.151675988,-2.733630914,0.526246596,-1.42876916,-3.314910494,4.26854348,-8.07927709,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.586612053,1.166978492,-3.889031696,2.254415799,5.674734956,3.031840337,-0.788690159,0.447300802,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
2.459638517,2.694305254,6.745669398,7.314264898,-0.04323918,0.343727198,0.28064091,-0.319577105,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.584581512,-0.427672039,-1.530266579,0.619922107,-0.356543342,-1.995028525,2.288462103,-4.771941801,3
3.531404008,1.935213315,-3.278011936,-0.291783472,-2.31983972,-1.576020921,6.132846936,5.078391766,4
3.244199837,0.610598186,-6.483457426,2.955401343,9.787169301,4.510687782,-1.096073536,-0.040931048,5
4.958878986,6.081269839,4.818563914,-9.2190522,2.702197163,-0.539371386,-0.155448159,-0.577525223,6
2.940832732,3.610250485,7.367100292,8.715466541,-0.571857848,1.413854023,0.032021179,0.44806985,7
2.808450042,0.667806169,-2.609589062,2.242429746,-0.593385945,-8.465987615,-6.826303878,1.545452934,8
4.109186815,0.989818725,-4.172926071,-2.388573468,-7.545793466,6.503653135,-4.168434733,-1.097770934,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.703973422,1.855965841,-3.990393266,-0.024877058,-2.681226438,-1.430747027,6.964021062,6.453499203,4
3.161808614,1.041205088,-7.08532454,2.621001923,9.703291212,4.514872684,0.855399194,-0.769253332,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
2.912183391,3.718525615,9.284325516,9.160428461,-0.6053144,1.756736277,0.204467858,0.485036886,7
2.748918532,0.588019924,-3.779188142,3.137344278,-0.755602467,-13.57059259,-11.4989092,1.847180436,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-29.01747162,-0.152057052,0.278432147,-0.597261837,-0.099795919,0.329970163,0.00488019,0.137796386,1
3.856790309,-15.14964424,4.093510421,-1.536423651,0.401874847,0.153624974,-0.558719861,0.185217236,2
4.232252943,0.859088222,-3.128616537,0.121726306,-1.770136594,-2.478983794,6.021403074,-1.217374427,3
3.622970032,1.869199004,-3.636834677,0.548404487,-2.001187639,-1.847492046,6.25063321,5.58515356,4
3.216343126,1.186837626,-3.969685452,1.064119023,1.499233162,0.280096001,2.872460547,-0.043756662,5
4.060153992,5.520955136,5.269746113,-8.75829057,2.940947703,-1.214889159,0.084325808,-1.095444032,6
4.016215611,4.763288058,8.299196296,7.776127625,-0.106485974,2.369376118,-0.611144768,-0.221954903,7
2.941587458,0.352375639,-2.286758021,1.235302199,-0.598747224,-5.936131907,-5.263211481,0.540678411,8
4.177030074,1.581503105,-3.901042651,-1.933730747,-8.092851903,6.917809397,-4.179945197,-0.995272723,9
-27.73077932,-0.18347599,0.325600489,-0.512760646,-0.0855541,0.331969703,0.240756688,0.056166987,1
5.467097468,-15.81718093,4.667762497,-1.708798561,1.621921186,0.835053546,0.310399073,0.129244366,2
3.289181303,-0.661822044,-3.404399828,1.015196684,-2.042435972,-3.733211888,7.325864141,-6.430781889,3
2.325892077,0.774758245,-4.073268512,0.44777286,-2.777474952,-2.713894069,6.627224312,1.278750955,4
3.244199837,0.610598186,-6.483457426,2.955401343,9.787169301,4.510687782,-1.096073536,-0.040931048,5
4.126290162,6.056816919,4.507567985,-10.13553149,2.989319686,-0.809238216,0.000902256,-0.146663233,6
3.244682023,4.442265266,9.47810286,9.731911676,-0.653239929,1.638405812,0.14049654,0.180236397,7
2.842232776,0.548185442,-2.781734069,1.798564316,-0.581962477,-8.838136778,-7.040834333,1.202881256,8
4.553827559,1.504110963,-5.139611783,-2.448376122,-10.93648805,9.622562209,-6.029974601,-1.486150319,9
-31.20221151,0.024410511,0.440915742,-0.712405295,-0.161454583,0.489153705,-0.107813306,-0.328247246,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.929909357,-0.382823244,-2.830333272,0.879549741,-1.452549462,-3.443003386,5.422226534,-7.506906594,3
3.508243768,1.938492951,-3.527366143,0.346364609,-1.289182464,-1.38276898,5.271998201,5.625985522,4
3.245465052,0.223334395,-6.234699199,3.220029867,9.787841775,5.026116245,-1.298215394,0.125788634,5
4.572438229,6.930805666,5.983154314,-10.74794045,3.250819665,-0.441687628,-0.163107811,-0.264421676,6
3.469912856,4.726681405,9.144183842,9.876446203,-1.733312316,2.811647814,0.012253322,0.769319285,7
3.004446573,0.71492257,-2.402949534,1.169345144,-0.361366914,-6.6847705,-5.113360972,1.054066077,8
4.042669405,0.868699973,-4.621421705,-2.092445082,-8.828223604,6.941635533,-4.888194351,-1.338695928,9
-29.28776509,-0.46318602,0.663653259,-0.790445917,0.301035783,0.569800576,-0.734627063,-2.16059293,1
4.303005898,-15.43444321,4.247271361,-2.061616984,0.523637162,0.756701664,-0.051663448,0.8331188,2
2.816922145,0.109885916,-3.326001968,0.928606705,-1.414634316,-3.898859003,5.892040477,-7.960129943,3
3.9109887,2.791079596,-2.194068071,-0.696244057,-1.710123051,-0.463385207,5.106043202,5.738234965,4
2.787886123,1.053646367,-2.225406649,0.404721709,1.682488502,0.928010565,-0.370752528,0.757824275,5
4.843031181,8.765852624,8.64344389,-15.5437418,5.372366446,-1.101186116,-0.160785099,-0.348992143,6
